"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"4812018","St. Paul","Town","Alberta","48","12","","4.9","00000","2016","2250","100","590","26.2","540","24","205","9.1","40","1.8","95","4.2","95","4.2","685","30.4"
"4812037","Lac la Biche County","Municipal district","Alberta","48","12","","6.6","00100","2011","2985","100","835","28","955","32","265","8.9","80","2.7","140","4.7","105","3.5","605","20.3"
"4812037","Lac la Biche County","Municipal district","Alberta","48","12","","6.6","00100","2016","3075","100","855","27.8","945","30.7","220","7.2","100","3.3","160","5.2","90","2.9","720","23.4"
"4813001","Lac Ste. Anne County","Municipal district","Alberta","48","13","","4.5","00000","2011","4095","100","1535","37.5","1215","29.7","185","4.5","75","1.8","110","2.7","95","2.3","880","21.5"
"4813001","Lac Ste. Anne County","Municipal district","Alberta","48","13","","4.5","00000","2016","4345","100","1655","38.1","1165","26.8","220","5.1","80","1.8","140","3.2","105","2.4","980","22.6"
"4813018","Barrhead County No. 11","Municipal district","Alberta","48","13","","3.3","00000","2011","2205","100","840","38.1","775","35.1","85","3.9","25","1.1","50","2.3","55","2.5","375","17"
"4813018","Barrhead County No. 11","Municipal district","Alberta","48","13","","3.3","00000","2016","2300","100","920","40","740","32.2","85","3.7","40","1.7","50","2.2","45","2","405","17.6"
"4813028","Westlock County","Municipal district","Alberta","48","13","","3.7","00000","2011","2695","100","1005","37.3","860","31.9","145","5.4","65","2.4","100","3.7","60","2.2","460","17.1"
"4813028","Westlock County","Municipal district","Alberta","48","13","","3.7","00000","2016","2670","100","1025","38.4","785","29.4","135","5.1","60","2.2","80","3","70","2.6","510","19.1"
"4813030","Whitecourt","Town","Alberta","48","13","","3.0","00000","2011","3630","100","850","23.4","1170","32.2","345","9.5","60","1.7","215","5.9","200","5.5","790","21.8"
"4813030","Whitecourt","Town","Alberta","48","13","","3.0","00000","2016","3745","100","855","22.8","1210","32.3","365","9.7","90","2.4","220","5.9","195","5.2","800","21.4"
"4813031","Westlock","Town","Alberta","48","13","","7.2","00000","2011","2035","100","575","28.3","420","20.6","180","8.8","20","1","75","3.7","80","3.9","680","33.4"
"4813031","Westlock","Town","Alberta","48","13","","7.2","00000","2016","2145","100","585","27.3","380","17.7","200","9.3","35","1.6","85","4","105","4.9","745","34.7"
"4813044","Athabasca County","Municipal district","Alberta","48","13","","5.1","00000","2011","2965","100","1080","36.4","905","30.5","150","5.1","50","1.7","95","3.2","75","2.5","610","20.6"
"4813044","Athabasca County","Municipal district","Alberta","48","13","","5.1","00000","2016","3065","100","1170","38.2","835","27.2","170","5.5","55","1.8","95","3.1","85","2.8","655","21.4"
"4814003","Yellowhead County","Municipal district","Alberta","48","14","","4.5","00000","2011","4080","100","1450","35.5","1195","29.3","215","5.3","80","2","140","3.4","90","2.2","910","22.3"
"4814003","Yellowhead County","Municipal district","Alberta","48","14","","4.5","00000","2016","4310","100","1540","35.7","1200","27.8","215","5","85","2","165","3.8","125","2.9","980","22.7"
"4814019","Hinton","Town","Alberta","48","14","","3.0","00000","2011","3780","100","1100","29.1","1145","30.3","295","7.8","55","1.5","180","4.8","150","4","855","22.6"
"4814019","Hinton","Town","Alberta","48","14","","3.0","00000","2016","3930","100","1085","27.6","1145","29.1","295","7.5","70","1.8","175","4.5","190","4.8","970","24.7"
"4814024","Edson","Town","Alberta","48","14","","3.2","00000","2011","3385","100","855","25.3","930","27.5","290","8.6","50","1.5","175","5.2","200","5.9","890","26.3"
"4814024","Edson","Town","Alberta","48","14","","3.2","00000","2016","3360","100","825","24.6","910","27.1","280","8.3","70","2.1","160","4.8","175","5.2","935","27.8"
"4815007","Crowsnest Pass","Specialized municipality","Alberta","48","15","","5.6","00000","2011","2590","100","950","36.7","485","18.7","180","6.9","25","1","55","2.1","75","2.9","825","31.9"
"4815007","Crowsnest Pass","Specialized municipality","Alberta","48","15","","5.6","00000","2016","2570","100","960","37.4","515","20","150","5.8","25","1","50","1.9","75","2.9","795","30.9"
"4815023","Canmore","Town","Alberta","48","15","828","6.3","00100","2011","5175","100","1635","31.6","1265","24.4","315","6.1","35","0.7","235","4.5","380","7.3","1305","25.2"
"4815023","Canmore","Town","Alberta","48","15","828","6.3","00100","2016","5735","100","1885","32.9","1390","24.2","325","5.7","45","0.8","310","5.4","390","6.8","1390","24.2"
"4815035","Banff","Town","Alberta","48","15","","22.2","02300","2011","2565","100","610","23.8","545","21.2","105","4.1","10","0.4","200","7.8","445","17.3","645","25.1"
"4815035","Banff","Town","Alberta","48","15","","22.2","02300","2016","2545","100","605","23.8","600","23.6","105","4.1","20","0.8","200","7.9","420","16.5","590","23.2"
"4816037","Wood Buffalo","Specialized municipality","Alberta","48","16","860","14.4","01100","2011","23075","100","5155","22.3","7315","31.7","1180","5.1","650","2.8","2600","11.3","2170","9.4","4010","17.4"
"4816037","Wood Buffalo","Specialized municipality","Alberta","48","16","860","14.4","01100","2016","25660","100","4715","18.4","7370","28.7","1425","5.6","875","3.4","2410","9.4","2915","11.4","5945","23.2"
"4817027","Big Lakes County","Municipal district","Alberta","48","17","","8.3","00100","2011","2145","100","595","27.7","605","28.2","205","9.6","105","4.9","95","4.4","50","2.3","490","22.8"
"4817027","Big Lakes County","Municipal district","Alberta","48","17","","8.3","00100","2016","2100","100","610","29","540","25.7","215","10.2","100","4.8","100","4.8","60","2.9","475","22.6"
"4817029","Slave Lake","Town","Alberta","48","17","","3.5","00000","2011","2295","100","485","21.1","795","34.6","210","9.2","60","2.6","230","10","135","5.9","385","16.8"
"4817029","Slave Lake","Town","Alberta","48","17","","3.5","00000","2016","2330","100","520","22.3","770","33","225","9.7","70","3","180","7.7","115","4.9","445","19.1"
"4817095","Mackenzie County","Specialized municipality","Alberta","48","17","","6.0","00000","2011","2900","100","670","23.1","1560","53.8","130","4.5","30","1","90","3.1","70","2.4","350","12.1"
"4817095","Mackenzie County","Specialized municipality","Alberta","48","17","","6.0","00000","2016","3090","100","765","24.8","1570","50.8","115","3.7","45","1.5","75","2.4","85","2.8","440","14.2"
"4818015","Greenview No. 16","Municipal district","Alberta","48","18","","3.9","00000","2011","1970","100","725","36.8","645","32.7","110","5.6","25","1.3","50","2.5","35","1.8","375","19"
"4818015","Greenview No. 16","Municipal district","Alberta","48","18","","3.9","00000","2016","2070","100","725","35","630","30.4","115","5.6","50","2.4","80","3.9","45","2.2","415","20"
"4819006","Grande Prairie County No. 1","Municipal district","Alberta","48","19","","4.3","00000","2011","6945","100","2400","34.6","2655","38.2","330","4.8","120","1.7","235","3.4","185","2.7","1025","14.8"
"4819006","Grande Prairie County No. 1","Municipal district","Alberta","48","19","","4.3","00000","2016","7685","100","2535","33","3005","39.1","350","4.6","140","1.8","340","4.4","205","2.7","1105","14.4"
"4819012","Grande Prairie","City","Alberta","48","19","850","4.7","00000","2011","21430","100","4910","22.9","6305","29.4","1715","8","355","1.7","1320","6.2","1795","8.4","5030","23.5"
"4819012","Grande Prairie","City","Alberta","48","19","850","4.7","00000","2016","23675","100","5430","22.9","6935","29.3","1910","8.1","525","2.2","1655","7","1795","7.6","5420","22.9"
"4819038","Peace River","Town","Alberta","48","19","","4.9","00000","2011","2595","100","640","24.7","740","28.5","230","8.9","45","1.7","125","4.8","130","5","680","26.2"
"4819038","Peace River","Town","Alberta","48","19","","4.9","00000","2016","2600","100","665","25.6","730","28.1","230","8.8","40","1.5","120","4.6","150","5.8","665","25.6"
"5901012","Fernie","City","British Columbia","59","01","","7.5","00000","2011","1990","100","630","31.7","445","22.4","130","6.5","15","0.8","55","2.8","115","5.8","605","30.4"
"5901012","Fernie","City","British Columbia","59","01","","7.5","00000","2016","2215","100","710","32.1","590","26.6","105","4.7","10","0.5","85","3.8","105","4.7","610","27.5"
"5901022","Cranbrook","City","British Columbia","59","01","905","4.5","00000","2011","8140","100","2490","30.6","1910","23.5","750","9.2","120","1.5","285","3.5","305","3.7","2285","28.1"
"5901022","Cranbrook","City","British Columbia","59","01","905","4.5","00000","2016","8545","100","2680","31.4","1870","21.9","770","9","125","1.5","310","3.6","350","4.1","2450","28.7"
"5901028","Kimberley","City","British Columbia","59","01","","6.7","00000","2011","2945","100","1030","35","665","22.6","210","7.1","30","1","65","2.2","90","3.1","855","29"
"5901028","Kimberley","City","British Columbia","59","01","","6.7","00000","2016","3330","100","1130","33.9","710","21.3","200","6","35","1.1","85","2.6","115","3.5","1050","31.5"
"5901035","East Kootenay C","Regional district electoral area","British Columbia","59","01","905","3.9","00000","2011","2265","100","960","42.4","650","28.7","120","5.3","35","1.5","90","4","45","2","370","16.3"
"5901035","East Kootenay C","Regional district electoral area","British Columbia","59","01","905","3.9","00000","2016","2435","100","1035","42.5","635","26.1","130","5.3","40","1.6","90","3.7","55","2.3","450","18.5"
"5903004","Creston","Town","British Columbia","59","03","","7.5","00000","2011","2465","100","905","36.7","385","15.6","155","6.3","25","1","60","2.4","75","3","860","34.9"
"5903004","Creston","Town","British Columbia","59","03","","7.5","00000","2016","2590","100","920","35.5","380","14.7","175","6.8","30","1.2","50","1.9","60","2.3","985","38"
"5903015","Nelson","City","British Columbia","59","03","907","7.1","00000","2011","4630","100","990","21.4","945","20.4","465","10","55","1.2","180","3.9","300","6.5","1695","36.6"
"5903015","Nelson","City","British Columbia","59","03","907","7.1","00000","2016","4825","100","1075","22.3","930","19.3","485","10.1","40","0.8","185","3.8","330","6.8","1770","36.7"
"5903045","Castlegar","City","British Columbia","59","03","","6.6","00000","2011","3345","100","1045","31.2","740","22.1","295","8.8","45","1.3","125","3.7","120","3.6","990","29.6"
"5903045","Castlegar","City","British Columbia","59","03","","6.6","00000","2016","3500","100","1100","31.4","750","21.4","280","8","35","1","125","3.6","140","4","1070","30.6"
"5905014","Trail","City","British Columbia","59","05","","6.4","00000","2011","3675","100","1060","28.8","660","18","320","8.7","30","0.8","45","1.2","110","3","1450","39.5"
"5905014","Trail","City","British Columbia","59","05","","6.4","00000","2016","3685","100","1090","29.6","600","16.3","295","8","45","1.2","65","1.8","115","3.1","1465","39.8"
"5907005","Osoyoos","Town","British Columbia","59","07","","6.9","00000","2011","2260","100","1010","44.7","270","11.9","125","5.5","40","1.8","65","2.9","65","2.9","685","30.3"
"5907005","Osoyoos","Town","British Columbia","59","07","","6.9","00000","2016","2475","100","1025","41.4","280","11.3","130","5.3","35","1.4","50","2","80","3.2","870","35.2"
"5907035","Summerland","District municipality","British Columbia","59","07","","6.4","00000","2011","4780","100","1750","36.6","1035","21.7","340","7.1","100","2.1","130","2.7","130","2.7","1300","27.2"
"5907035","Summerland","District municipality","British Columbia","59","07","","6.4","00000","2016","4935","100","1900","38.5","990","20.1","275","5.6","95","1.9","195","4","140","2.8","1350","27.4"
"5907041","Penticton","City","British Columbia","59","07","913","5.6","00000","2011","15235","100","4500","29.5","2425","15.9","1285","8.4","270","1.8","525","3.4","690","4.5","5540","36.4"
"5907041","Penticton","City","British Columbia","59","07","913","5.6","00000","2016","15740","100","4775","30.3","2380","15.1","1250","7.9","280","1.8","590","3.7","690","4.4","5770","36.7"
"5907047","Okanagan-Similkameen D","Regional district electoral area","British Columbia","59","07","913","5.3","00000","2011","2440","100","1135","46.5","485","19.9","110","4.5","55","2.3","80","3.3","65","2.7","505","20.7"
"5907047","Okanagan-Similkameen D","Regional district electoral area","British Columbia","59","07","913","5.3","00000","2016","2595","100","1175","45.3","485","18.7","125","4.8","35","1.3","110","4.2","70","2.7","600","23.1"
"5909009","Hope","District municipality","British Columbia","59","09","","8.7","00100","2011","2635","100","870","33","460","17.5","235","8.9","40","1.5","130","4.9","110","4.2","795","30.2"
"5909009","Hope","District municipality","British Columbia","59","09","","8.7","00100","2016","2875","100","995","34.6","390","13.6","210","7.3","70","2.4","120","4.2","135","4.7","945","32.9"
"5909020","Chilliwack","City","British Columbia","59","09","930","4.7","00000","2011","30435","100","8350","27.4","8205","27","2755","9.1","700","2.3","1475","4.8","1075","3.5","7875","25.9"
"5909020","Chilliwack","City","British Columbia","59","09","930","4.7","00000","2016","32440","100","9010","27.8","8405","25.9","2845","8.8","970","3","1645","5.1","1140","3.5","8425","26"
"5909032","Kent","District municipality","British Columbia","59","09","930","10.7","01100","2011","2055","100","695","33.8","470","22.9","155","7.5","30","1.5","65","3.2","75","3.6","570","27.7"
"5909032","Kent","District municipality","British Columbia","59","09","930","10.7","01100","2016","2190","100","795","36.3","460","21","155","7.1","55","2.5","80","3.7","65","3","580","26.5"
"5909052","Abbotsford","City","British Columbia","59","09","932","4.1","00000","2011","46455","100","11245","24.2","13040","28.1","3690","7.9","3230","7","2650","5.7","1650","3.6","10950","23.6"
"5909052","Abbotsford","City","British Columbia","59","09","932","4.1","00000","2016","49040","100","11885","24.2","13025","26.6","3855","7.9","3925","8","2895","5.9","1755","3.6","11695","23.8"
"5909056","Mission","District municipality","British Columbia","59","09","932","5.3","00000","2011","12790","100","3025","23.7","3735","29.2","1230","9.6","675","5.3","920","7.2","455","3.6","2735","21.4"
"5909056","Mission","District municipality","British Columbia","59","09","932","5.3","00000","2016","13500","100","3315","24.6","3770","27.9","1285","9.5","800","5.9","1040","7.7","495","3.7","2790","20.7"
"5915001","Langley","District municipality","British Columbia","59","15","933","4.0","00000","2011","37240","100","9715","26.1","12540","33.7","3030","8.1","1385","3.7","2135","5.7","1080","2.9","7365","19.8"
"5915001","Langley","District municipality","British Columbia","59","15","933","4.0","00000","2016","41980","100","11315","27","13430","32","3285","7.8","1830","4.4","2555","6.1","1120","2.7","8455","20.1"
"5915002","Langley","City","British Columbia","59","15","933","4.7","00000","2011","11315","100","2560","22.6","2265","20","1055","9.3","200","1.8","400","3.5","520","4.6","4320","38.2"
"5915002","Langley","City","British Columbia","59","15","933","4.7","00000","2016","11840","100","2735","23.1","2315","19.6","1090","9.2","205","1.7","425","3.6","480","4.1","4595","38.8"
"5915004","Surrey","City","British Columbia","59","15","933","4.4","00000","2011","152845","100","31260","20.5","49240","32.2","13220","8.6","13770","9","10015","6.6","5200","3.4","30145","19.7"
"5915004","Surrey","City","British Columbia","59","15","933","4.4","00000","2016","169965","100","33670","19.8","53610","31.5","14850","8.7","16350","9.6","10730","6.3","6235","3.7","34520","20.3"
"5915007","White Rock","City","British Columbia","59","15","933","5.9","00000","2011","9865","100","2630","26.7","1330","13.5","660","6.7","105","1.1","280","2.8","320","3.2","4530","45.9"
"5915007","White Rock","City","British Columbia","59","15","933","5.9","00000","2016","10005","100","2765","27.6","1345","13.4","655","6.5","160","1.6","280","2.8","320","3.2","4480","44.8"
"5915011","Delta","District municipality","British Columbia","59","15","933","3.3","00000","2011","34755","100","8855","25.5","12085","34.8","2710","7.8","2035","5.9","1675","4.8","745","2.1","6650","19.1"
"5915011","Delta","District municipality","British Columbia","59","15","933","3.3","00000","2016","35755","100","9285","26","11655","32.6","2845","8","2375","6.6","1805","5","840","2.3","6955","19.5"
"5915015","Richmond","City","British Columbia","59","15","933","3.4","00000","2011","67975","100","13965","20.5","23095","34","6720","9.9","4045","6","3855","5.7","2120","3.1","14180","20.9"
"5915015","Richmond","City","British Columbia","59","15","933","3.4","00000","2016","73455","100","15715","21.4","22625","30.8","7415","10.1","4460","6.1","3900","5.3","2570","3.5","16785","22.9"
"5915020","Greater Vancouver A","Regional district electoral area","British Columbia","59","15","933","15.5","01200","2011","5025","100","890","17.7","1685","33.5","545","10.8","55","1.1","125","2.5","415","8.3","1315","26.2"
"5915020","Greater Vancouver A","Regional district electoral area","British Columbia","59","15","933","15.5","01200","2016","6105","100","1020","16.7","1730","28.3","705","11.5","75","1.2","135","2.2","650","10.6","1795","29.4"
"5915022","Vancouver","City","British Columbia","59","15","933","5.2","00000","2011","264575","100","52895","20","50975","19.3","18635","7","9205","3.5","11245","4.3","20410","7.7","101205","38.3"
"5915022","Vancouver","City","British Columbia","59","15","933","5.2","00000","2016","283915","100","61400","21.6","52090","18.3","19580","6.9","8810","3.1","11290","4","20720","7.3","110025","38.8"
"5915025","Burnaby","City","British Columbia","59","15","933","4.1","00000","2011","86840","100","17865","20.6","24400","28.1","7655","8.8","3585","4.1","4525","5.2","5150","5.9","23655","27.2"
"5915025","Burnaby","City","British Columbia","59","15","933","4.1","00000","2016","92205","100","19460","21.1","24215","26.3","7955","8.6","3965","4.3","4895","5.3","5955","6.5","25760","27.9"
"5915029","New Westminster","City","British Columbia","59","15","933","5.0","00000","2011","30585","100","6680","21.8","5880","19.2","2185","7.1","765","2.5","1090","3.6","1870","6.1","12115","39.6"
"5915029","New Westminster","City","British Columbia","59","15","933","5.0","00000","2016","32710","100","7710","23.6","6340","19.4","2310","7.1","845","2.6","1175","3.6","1795","5.5","12530","38.3"
"5915034","Coquitlam","City","British Columbia","59","15","933","3.6","00000","2011","45745","100","9555","20.9","16135","35.3","4360","9.5","1995","4.4","2255","4.9","1625","3.6","9820","21.5"
"5915034","Coquitlam","City","British Columbia","59","15","933","3.6","00000","2016","51325","100","11135","21.7","17125","33.4","4835","9.4","2290","4.5","2715","5.3","1815","3.5","11415","22.2"
"5915039","Port Coquitlam","City","British Columbia","59","15","933","3.9","00000","2011","20460","100","4425","21.6","7095","34.7","2040","10","825","4","1000","4.9","610","3","4460","21.8"
"5915039","Port Coquitlam","City","British Columbia","59","15","933","3.9","00000","2016","21755","100","4915","22.6","7220","33.2","2145","9.9","910","4.2","1065","4.9","650","3","4850","22.3"
"5915043","Port Moody","City","British Columbia","59","15","933","3.3","00000","2011","12625","100","3050","24.2","4475","35.4","1105","8.8","255","2","505","4","415","3.3","2820","22.3"
"5915043","Port Moody","City","British Columbia","59","15","933","3.3","00000","2016","12975","100","3195","24.6","4450","34.3","1245","9.6","290","2.2","500","3.9","315","2.4","2980","23"
"5915046","North Vancouver","District municipality","British Columbia","59","15","933","3.4","00000","2011","30550","100","7335","24","11485","37.6","2645","8.7","775","2.5","1475","4.8","800","2.6","6040","19.8"
"5915046","North Vancouver","District municipality","British Columbia","59","15","933","3.4","00000","2016","31115","100","7570","24.3","11585","37.2","2640","8.5","785","2.5","1620","5.2","780","2.5","6140","19.7"
"5915051","North Vancouver","City","British Columbia","59","15","933","4.7","00000","2011","22790","100","4890","21.5","4520","19.8","2115","9.3","325","1.4","725","3.2","1240","5.4","8970","39.4"
"5915051","North Vancouver","City","British Columbia","59","15","933","4.7","00000","2016","24645","100","5575","22.6","5155","20.9","2205","8.9","380","1.5","750","3","1185","4.8","9395","38.1"
"5915055","West Vancouver","District municipality","British Columbia","59","15","933","4.0","00000","2011","17075","100","4775","28","5000","29.3","1240","7.3","330","1.9","685","4","265","1.6","4785","28"
"5915055","West Vancouver","District municipality","British Columbia","59","15","933","4.0","00000","2016","16930","100","4620","27.3","4875","28.8","1400","8.3","345","2","725","4.3","310","1.8","4650","27.5"
"5915070","Pitt Meadows","City","British Columbia","59","15","933","3.6","00000","2011","6715","100","1740","25.9","2220","33.1","655","9.8","205","3.1","275","4.1","210","3.1","1415","21.1"
"5915070","Pitt Meadows","City","British Columbia","59","15","933","3.6","00000","2016","7195","100","1975","27.4","2220","30.9","640","8.9","240","3.3","295","4.1","200","2.8","1630","22.7"
"5915075","Maple Ridge","City","British Columbia","59","15","933","4.0","00000","2011","28040","100","6655","23.7","9035","32.2","2620","9.3","1055","3.8","1540","5.5","895","3.2","6250","22.3"
"5915075","Maple Ridge","City","British Columbia","59","15","933","4.0","00000","2016","30260","100","7320","24.2","9555","31.6","2705","8.9","1255","4.1","1785","5.9","915","3","6730","22.2"
"5917005","North Saanich","District municipality","British Columbia","59","17","935","3.4","00000","2011","4500","100","1985","44.1","1095","24.3","250","5.6","100","2.2","215","4.8","85","1.9","760","16.9"
"5917005","North Saanich","District municipality","British Columbia","59","17","935","3.4","00000","2016","4630","100","2120","45.8","1045","22.6","205","4.4","110","2.4","230","5","100","2.2","810","17.5"
"5917010","Sidney","Town","British Columbia","59","17","935","6.0","00000","2011","5325","100","1815","34.1","735","13.8","380","7.1","75","1.4","170","3.2","155","2.9","2005","37.7"
"5917010","Sidney","Town","British Columbia","59","17","935","6.0","00000","2016","5600","100","1955","34.9","760","13.6","365","6.5","75","1.3","160","2.9","145","2.6","2135","38.1"
"5917015","Central Saanich","District municipality","British Columbia","59","17","935","4.5","00000","2011","6600","100","2195","33.3","1645","24.9","465","7","130","2","300","4.5","165","2.5","1690","25.6"
"5917015","Central Saanich","District municipality","British Columbia","59","17","935","4.5","00000","2016","6890","100","2325","33.7","1750","25.4","395","5.7","145","2.1","355","5.2","170","2.5","1760","25.5"
"5917021","Saanich","District municipality","British Columbia","59","17","935","4.0","00000","2011","45390","100","12550","27.6","10750","23.7","3845","8.5","1125","2.5","2115","4.7","2575","5.7","12430","27.4"
"5917021","Saanich","District municipality","British Columbia","59","17","935","4.0","00000","2016","46655","100","12810","27.5","10765","23.1","3730","8","1195","2.6","2505","5.4","2995","6.4","12645","27.1"
"5917027","Saltspring Island","Regional district electoral area","British Columbia","59","17","","6.3","00100","2011","4665","100","1575","33.8","785","16.8","330","7.1","55","1.2","205","4.4","195","4.2","1520","32.6"
"5917027","Saltspring Island","Regional district electoral area","British Columbia","59","17","","6.3","00100","2016","4845","100","1645","34","795","16.4","300","6.2","65","1.3","220","4.5","210","4.3","1610","33.2"
"5917030","Oak Bay","District municipality","British Columbia","59","17","935","5.1","00000","2011","7765","100","2375","30.6","1865","24","470","6.1","90","1.2","240","3.1","240","3.1","2485","32"
"5917030","Oak Bay","District municipality","British Columbia","59","17","935","5.1","00000","2016","7735","100","2510","32.4","1810","23.4","470","6.1","85","1.1","255","3.3","215","2.8","2385","30.8"
"5917034","Victoria","City","British Columbia","59","17","935","6.6","00000","2011","42960","100","9655","22.5","4270","9.9","2920","6.8","295","0.7","980","2.3","3765","8.8","21070","49"
"5917034","Victoria","City","British Columbia","59","17","935","6.6","00000","2016","45760","100","10870","23.8","4735","10.3","2920","6.4","295","0.6","1085","2.4","3685","8.1","22170","48.4"
"5917040","Esquimalt","District municipality","British Columbia","59","17","935","7.4","00100","2011","8035","100","1895","23.6","1190","14.8","640","8","85","1.1","330","4.1","660","8.2","3240","40.3"
"5917040","Esquimalt","District municipality","British Columbia","59","17","935","7.4","00100","2016","8495","100","2060","24.2","1320","15.5","670","7.9","95","1.1","320","3.8","605","7.1","3415","40.2"
"5917041","Colwood","City","British Columbia","59","17","935","3.3","00000","2011","6095","100","1805","29.6","1915","31.4","485","8","170","2.8","375","6.2","205","3.4","1140","18.7"
"5917041","Colwood","City","British Columbia","59","17","935","3.3","00000","2016","6585","100","1990","30.2","1855","28.2","560","8.5","155","2.4","435","6.6","225","3.4","1360","20.7"
"5917044","Langford","City","British Columbia","59","17","935","3.8","00000","2011","11680","100","3070","26.3","3145","26.9","1065","9.1","295","2.5","725","6.2","530","4.5","2855","24.4"
"5917044","Langford","City","British Columbia","59","17","935","3.8","00000","2016","14180","100","3710","26.2","3755","26.5","1365","9.6","365","2.6","820","5.8","685","4.8","3480","24.5"
"5917047","View Royal","Town","British Columbia","59","17","935","7.8","00100","2011","3950","100","1210","30.6","940","23.8","305","7.7","80","2","170","4.3","165","4.2","1080","27.3"
"5917047","View Royal","Town","British Columbia","59","17","935","7.8","00100","2016","4155","100","1275","30.7","1010","24.3","335","8.1","105","2.5","185","4.5","170","4.1","1070","25.8"
"5917052","Sooke","District municipality","British Columbia","59","17","935","3.9","00000","2011","4505","100","1340","29.7","1245","27.6","400","8.9","115","2.6","240","5.3","170","3.8","1000","22.2"
"5917052","Sooke","District municipality","British Columbia","59","17","935","3.9","00000","2016","5255","100","1585","30.2","1340","25.5","425","8.1","130","2.5","285","5.4","195","3.7","1300","24.7"
"5919008","North Cowichan","District municipality","British Columbia","59","19","937","4.5","00000","2011","12055","100","4025","33.4","2585","21.4","1050","8.7","275","2.3","520","4.3","430","3.6","3170","26.3"
"5919008","North Cowichan","District municipality","British Columbia","59","19","937","4.5","00000","2016","12770","100","4360","34.1","2520","19.7","1035","8.1","260","2","560","4.4","430","3.4","3600","28.2"
"5919021","Ladysmith","Town","British Columbia","59","19","","6.3","00000","2011","3410","100","1190","34.9","765","22.4","280","8.2","55","1.6","120","3.5","80","2.3","915","26.8"
"5919021","Ladysmith","Town","British Columbia","59","19","","6.3","00000","2016","3710","100","1320","35.6","745","20.1","315","8.5","80","2.2","130","3.5","95","2.6","1035","27.9"
"5919046","Cowichan Valley B","Regional district electoral area","British Columbia","59","19","","5.3","00000","2011","3065","100","995","32.5","960","31.3","245","8","60","2","165","5.4","100","3.3","535","17.5"
"5919046","Cowichan Valley B","Regional district electoral area","British Columbia","59","19","","5.3","00000","2016","3305","100","1085","32.8","925","28","255","7.7","75","2.3","190","5.7","115","3.5","645","19.5"
"5919049","Cowichan Valley C","Regional district electoral area","British Columbia","59","19","","4.1","00000","2011","2115","100","995","47","400","18.9","105","5","40","1.9","65","3.1","30","1.4","470","22.2"
"5919049","Cowichan Valley C","Regional district electoral area","British Columbia","59","19","","4.1","00000","2016","2220","100","1030","46.4","390","17.6","110","5","45","2","90","4.1","45","2","510","23"
"5921007","Nanaimo","City","British Columbia","59","21","938","4.9","00000","2011","36205","100","10575","29.2","7150","19.7","3260","9","680","1.9","1655","4.6","1960","5.4","10920","30.2"
"5921007","Nanaimo","City","British Columbia","59","21","938","4.9","00000","2016","39165","100","11395","29.1","7305","18.7","3495","8.9","795","2","1920","4.9","2180","5.6","12080","30.8"
"5921010","Nanaimo A","Regional district electoral area","British Columbia","59","21","938","4.0","00000","2011","2905","100","1015","34.9","660","22.7","185","6.4","70","2.4","155","5.3","120","4.1","700","24.1"
"5921010","Nanaimo A","Regional district electoral area","British Columbia","59","21","938","4.0","00000","2016","2990","100","1075","36","655","21.9","225","7.5","70","2.3","150","5","110","3.7","710","23.7"
"5921018","Parksville","City","British Columbia","59","21","939","5.3","00000","2011","5685","100","2235","39.3","785","13.8","415","7.3","40","0.7","135","2.4","190","3.3","1885","33.2"
"5921018","Parksville","City","British Columbia","59","21","939","5.3","00000","2016","6080","100","2400","39.5","775","12.7","430","7.1","55","0.9","145","2.4","195","3.2","2085","34.3"
"5921023","Qualicum Beach","Town","British Columbia","59","21","939","5.6","00000","2011","4130","100","2065","50","510","12.3","190","4.6","30","0.7","60","1.5","75","1.8","1190","28.8"
"5921023","Qualicum Beach","Town","British Columbia","59","21","939","5.6","00000","2016","4305","100","2210","51.3","460","10.7","195","4.5","50","1.2","80","1.9","75","1.7","1220","28.3"
"5921030","Nanaimo E","Regional district electoral area","British Columbia","59","21","","4.5","00000","2011","2585","100","1365","52.8","425","16.4","95","3.7","35","1.4","75","2.9","60","2.3","530","20.5"
"5921030","Nanaimo E","Regional district electoral area","British Columbia","59","21","","4.5","00000","2016","2810","100","1485","52.8","450","16","95","3.4","45","1.6","80","2.8","55","2","610","21.7"
"5921032","Nanaimo F","Regional district electoral area","British Columbia","59","21","","5.5","00100","2011","3250","100","1005","30.9","710","21.8","265","8.2","50","1.5","135","4.2","125","3.8","950","29.2"
