"Geographic code","Geographic name","Global non-response rate","Data quality flag","Year","Sex","Presence and age of children","Total population aged 15 or more (Counts)","Total population aged 15 or more (% Distribution)","Total population aged 15 or more (% Change)","Persons not in a couple (Counts)","Persons not in a couple (% Distribution)","Persons not in a couple (% Change)","Persons in a couple - Total persons in a couple (Counts)","Persons in a couple - Total persons in a couple (% Distribution)","Persons in a couple - Total persons in a couple (% Change)","Persons in a couple - Married spouses - Total (Counts)","Persons in a couple - Married spouses - Total (% Distribution)","Persons in a couple - Married spouses - Total (% Change)","Persons in a couple - Married spouses - Opposite-sex (Counts)","Persons in a couple - Married spouses - Opposite-sex (% Distribution)","Persons in a couple - Married spouses - Opposite-sex (% Change)","Persons in a couple - Married spouses - Same-sex (Counts)","Persons in a couple - Married spouses - Same-sex (% Distribution)","Persons in a couple - Married spouses - Same-sex (% Change)","Persons in a couple - Common-law partners - Total (Counts)","Persons in a couple - Common-law partners - Total (% Distribution)","Persons in a couple - Common-law partners - Total (% Change)","Persons in a couple - Common-law partners - Opposite-sex (Counts)","Persons in a couple - Common-law partners - Opposite-sex (% Distribution)","Persons in a couple - Common-law partners - Opposite-sex (% Change)","Persons in a couple - Common-law partners - Same-sex (Counts)","Persons in a couple - Common-law partners - Same-sex (% Distribution)","Persons in a couple - Common-law partners - Same-sex (% Change)"
"48","Alberta","4.7","20000","2011","Both sexes","With children","1059225","100","","144510","13.6","","914715","86.4","","810255","76.5","","809765","76.4","","490","0","","104460","9.9","","103900","9.8","","560","0.1",""
"48","Alberta","4.7","20000","2011","Both sexes","With at least one child aged 0 to 14","690405","100","","72595","10.5","","617810","89.5","","534080","77.4","","533730","77.3","","350","0.1","","83730","12.1","","83345","12.1","","385","0.1",""
"48","Alberta","4.7","20000","2011","Both sexes","With children 15 years and over only","368820","100","","71915","19.5","","296905","80.5","","276175","74.9","","276035","74.8","","140","0","","20730","5.6","","20555","5.6","","180","0",""
"48","Alberta","4.7","20000","2011","Male","Total, presence and age of children","1445595","100","","589285","40.8","","856315","59.2","","720580","49.8","","716030","49.5","","4550","0.3","","135730","9.4","","132625","9.2","","3105","0.2",""
"48","Alberta","4.7","20000","2011","Male","Without children","954820","100","","555580","58.2","","399245","41.8","","315555","33","","311150","32.6","","4405","0.5","","83690","8.8","","80675","8.4","","3015","0.3",""
"48","Alberta","4.7","20000","2011","Male","With children","490770","100","","33705","6.9","","457065","93.1","","405025","82.5","","404880","82.5","","140","0","","52045","10.6","","51950","10.6","","90","0",""
"48","Alberta","4.7","20000","2011","Male","With at least one child aged 0 to 14","323685","100","","15005","4.6","","308685","95.4","","266965","82.5","","266865","82.4","","100","0","","41720","12.9","","41670","12.9","","45","0",""
"48","Alberta","4.7","20000","2011","Male","With children 15 years and over only","167085","100","","18705","11.2","","148385","88.8","","138065","82.6","","138015","82.6","","40","0","","10325","6.2","","10275","6.1","","45","0",""
"48","Alberta","4.7","20000","2011","Female","Total, presence and age of children","1444245","100","","590520","40.9","","853725","59.1","","718135","49.7","","716030","49.6","","2105","0.1","","135590","9.4","","132625","9.2","","2970","0.2",""
"48","Alberta","4.7","20000","2011","Female","Without children","875795","100","","479720","54.8","","396075","45.2","","312905","35.7","","311150","35.5","","1755","0.2","","83175","9.5","","80675","9.2","","2495","0.3",""
"48","Alberta","4.7","20000","2011","Female","With children","568450","100","","110805","19.5","","457650","80.5","","405230","71.3","","404885","71.2","","345","0.1","","52415","9.2","","51950","9.1","","465","0.1",""
"48","Alberta","4.7","20000","2011","Female","With at least one child aged 0 to 14","366720","100","","57590","15.7","","309130","84.3","","267115","72.8","","266865","72.8","","255","0.1","","42010","11.5","","41675","11.4","","340","0.1",""
"48","Alberta","4.7","20000","2011","Female","With children 15 years and over only","201730","100","","53210","26.4","","148520","73.6","","138110","68.5","","138015","68.4","","95","0","","10405","5.2","","10280","5.1","","130","0.1",""
"48","Alberta","4.7","20000","2006","Both sexes","Total, presence and age of children","2602405","100","","1053240","40.5","","1549165","59.5","","1317800","50.6","","1316780","50.6","","1020","0","","231370","8.9","","226285","8.7","","5085","0.2",""
"48","Alberta","4.7","20000","2006","Both sexes","Without children","1625575","100","","922970","56.8","","702595","43.2","","557975","34.3","","557180","34.3","","800","0","","144625","8.9","","140085","8.6","","4535","0.3",""
"48","Alberta","4.7","20000","2006","Both sexes","With children","976835","100","","130265","13.3","","846565","86.7","","759820","77.8","","759600","77.8","","220","0","","86745","8.9","","86200","8.8","","550","0.1",""
"48","Alberta","4.7","20000","2006","Both sexes","With at least one child aged 0 to 14","640680","100","","66950","10.4","","573725","89.5","","503450","78.6","","503340","78.6","","110","0","","70270","11","","69865","10.9","","405","0.1",""
"48","Alberta","4.7","20000","2006","Both sexes","With children 15 years and over only","336155","100","","63315","18.8","","272845","81.2","","256370","76.3","","256260","76.2","","110","0","","16475","4.9","","16330","4.9","","150","0",""
"48","Alberta","4.7","20000","2006","Male","Total, presence and age of children","1296425","100","","521830","40.3","","774595","59.7","","658925","50.8","","658390","50.8","","535","0","","115670","8.9","","113140","8.7","","2525","0.2",""
"48","Alberta","4.7","20000","2006","Male","Without children","845655","100","","494120","58.4","","351535","41.6","","279050","33","","278590","32.9","","460","0.1","","72485","8.6","","70045","8.3","","2450","0.3",""
"48","Alberta","4.7","20000","2006","Male","With children","450770","100","","27710","6.1","","423055","93.9","","379875","84.3","","379800","84.3","","80","0","","43180","9.6","","43100","9.6","","85","0",""
"48","Alberta","4.7","20000","2006","Male","With at least one child aged 0 to 14","299165","100","","12475","4.2","","286695","95.8","","251705","84.1","","251675","84.1","","35","0","","34990","11.7","","34935","11.7","","55","0",""
"48","Alberta","4.7","20000","2006","Male","With children 15 years and over only","151600","100","","15235","10","","136370","90","","128180","84.6","","128130","84.5","","45","0","","8190","5.4","","8160","5.4","","30","0",""
"48","Alberta","4.7","20000","2006","Female","Total, presence and age of children","1305980","100","","531410","40.7","","774575","59.3","","658875","50.5","","658390","50.4","","480","0","","115700","8.9","","113140","8.7","","2560","0.2",""
"48","Alberta","4.7","20000","2006","Female","Without children","779915","100","","428855","55","","351060","45","","278925","35.8","","278590","35.7","","340","0","","72135","9.2","","70045","9","","2090","0.3",""
"48","Alberta","4.7","20000","2006","Female","With children","526065","100","","102555","19.5","","423510","80.5","","379945","72.2","","379800","72.2","","145","0","","43570","8.3","","43095","8.2","","465","0.1",""
"48","Alberta","4.7","20000","2006","Female","With at least one child aged 0 to 14","341505","100","","54475","16","","287030","84","","251750","73.7","","251675","73.7","","80","0","","35285","10.3","","34935","10.2","","350","0.1",""
"48","Alberta","4.7","20000","2006","Female","With children 15 years and over only","184555","100","","48075","26","","136480","74","","128195","69.5","","128130","69.4","","65","0","","8285","4.5","","8165","4.4","","120","0.1",""
"48","Alberta","4.7","20000","2001","Both sexes","Total, presence and age of children","2305335","100","","915810","39.7","","1389525","60.3","","1201995","52.1","","1201995","52.1","","","","","187530","8.1","","182480","7.9","","5050","0.2",""
"48","Alberta","4.7","20000","2001","Both sexes","Without children","1394600","100","","799290","57.3","","595310","42.7","","483485","34.7","","483490","34.7","","","","","111820","8","","107320","7.7","","4495","0.3",""
"48","Alberta","4.7","20000","2001","Both sexes","With children","910740","100","","116520","12.8","","794215","87.2","","718505","78.9","","718505","78.9","","","","","75710","8.3","","75165","8.3","","550","0.1",""
"48","Alberta","4.7","20000","2001","Both sexes","With at least one child aged 0 to 14","618695","100","","64400","10.4","","554290","89.6","","491065","79.4","","491065","79.4","","","","","63225","10.2","","62860","10.2","","365","0.1",""
"48","Alberta","4.7","20000","2001","Both sexes","With children 15 years and over only","292045","100","","52120","17.8","","239925","82.2","","227440","77.9","","227435","77.9","","","","","12490","4.3","","12300","4.2","","190","0.1",""
"48","Alberta","4.7","20000","2001","Male","Total, presence and age of children","1145975","100","","451220","39.4","","694755","60.6","","600995","52.4","","601000","52.4","","","","","93760","8.2","","91240","8","","2520","0.2",""
"48","Alberta","4.7","20000","2001","Male","Without children","725450","100","","427640","58.9","","297810","41.1","","241745","33.3","","241740","33.3","","","","","56065","7.7","","53660","7.4","","2405","0.3",""
"48","Alberta","4.7","20000","2001","Male","With children","420525","100","","23575","5.6","","396945","94.4","","359250","85.4","","359250","85.4","","","","","37695","9","","37585","8.9","","110","0",""
"48","Alberta","4.7","20000","2001","Male","With at least one child aged 0 to 14","288470","100","","11450","4","","277025","96","","245535","85.1","","245535","85.1","","","","","31490","10.9","","31435","10.9","","55","0",""
"48","Alberta","4.7","20000","2001","Male","With children 15 years and over only","132050","100","","12130","9.2","","119925","90.8","","113720","86.1","","113720","86.1","","","","","6205","4.7","","6150","4.7","","50","0",""
"48","Alberta","4.7","20000","2001","Female","Total, presence and age of children","1159360","100","","464595","40.1","","694770","59.9","","600995","51.8","","600995","51.8","","","","","93775","8.1","","91245","7.9","","2530","0.2",""
"48","Alberta","4.7","20000","2001","Female","Without children","669145","100","","371650","55.5","","297495","44.5","","241745","36.1","","241745","36.1","","","","","55750","8.3","","53660","8","","2090","0.3",""
"48","Alberta","4.7","20000","2001","Female","With children","490215","100","","92945","19","","397270","81","","359250","73.3","","359250","73.3","","","","","38025","7.8","","37580","7.7","","440","0.1",""
"48","Alberta","4.7","20000","2001","Female","With at least one child aged 0 to 14","330225","100","","52955","16","","277270","84","","245535","74.4","","245530","74.4","","","","","31735","9.6","","31430","9.5","","305","0.1",""
"48","Alberta","4.7","20000","2001","Female","With children 15 years and over only","159995","100","","39990","25","","120005","75","","113720","71.1","","113715","71.1","","","","","6285","3.9","","6150","3.8","","135","0.1",""
"59","British Columbia","4.9","20000","2016","Both sexes","Total, presence and age of children","3870330","100","14.6","1643525","42.5","17.1","2226805","57.5","12.9","1854880","47.9","9.8","1846230","47.7","9.5","8655","0.2","216.5","371920","9.6","31.1","358125","9.3","31.5","13800","0.4","21.7"
"59","British Columbia","4.9","20000","2016","Both sexes","Without children","2601170","100","18.9","1445585","55.6","17.7","1155590","44.4","20.5","907005","34.9","16.9","899685","34.6","16.4","7320","0.3","214.2","248585","9.6","35.7","235840","9.1","36.6","12745","0.5","20.2"
