Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016)
4716,Division No. 16,Census division,Saskatchewan,47,5.7,00000,Female,19175,4020,11585,3570,660,19165,4195,11745,3225,590,18715,4065,11445,3210,580,100,21,60.4,18.6,3.4,100,21.9,61.3,16.8,3.1,100,21.7,61.2,17.2,3.1,0.1,-4.2,-1.4,10.7,11.9,2.5,-1.1,1.2,11.2,13.8
4717,Division No. 17,Census division,Saskatchewan,47,5.0,00100,Both sexes,47900,11765,30740,5395,580,44180,10740,28620,4815,605,40405,9720,26190,4495,620,100,24.6,64.2,11.3,1.2,100,24.3,64.8,10.9,1.4,100,24.1,64.8,11.1,1.5,8.4,9.5,7.4,12,-4.1,18.5,21,17.4,20,-6.5
4717,Division No. 17,Census division,Saskatchewan,47,5.0,00100,Male,24025,5925,15440,2660,220,22310,5400,14515,2395,235,20430,4955,13340,2135,220,100,24.7,64.3,11.1,0.9,100,24.2,65.1,10.7,1.1,100,24.3,65.3,10.5,1.1,7.7,9.7,6.4,11.1,-6.4,17.6,19.6,15.7,24.6,0
4717,Division No. 17,Census division,Saskatchewan,47,5.0,00100,Female,23875,5845,15300,2730,365,21875,5345,14110,2420,370,19975,4765,12855,2360,405,100,24.5,64.1,11.4,1.5,100,24.4,64.5,11.1,1.7,100,23.9,64.4,11.8,2,9.1,9.4,8.4,12.8,-1.4,19.5,22.7,19,15.7,-9.9
4718,Division No. 18,Census division,Saskatchewan,47,6.8,00100,Both sexes,37065,11565,22975,2525,155,36555,11965,22600,1995,150,33920,11530,20625,1765,115,100,31.2,62,6.8,0.4,100,32.7,61.8,5.5,0.4,100,34,60.8,5.2,0.3,1.4,-3.3,1.7,26.6,3.3,9.3,0.3,11.4,43.1,34.8
4718,Division No. 18,Census division,Saskatchewan,47,6.8,00100,Male,18640,5910,11390,1340,80,18375,6190,11175,1010,60,17090,5900,10285,905,50,100,31.7,61.1,7.2,0.4,100,33.7,60.8,5.5,0.3,100,34.5,60.2,5.3,0.3,1.4,-4.5,1.9,32.7,33.3,9.1,0.2,10.7,48.1,60
4718,Division No. 18,Census division,Saskatchewan,47,6.8,00100,Female,18425,5655,11590,1185,80,18180,5770,11420,985,85,16825,5630,10340,860,60,100,30.7,62.9,6.4,0.4,100,31.7,62.8,5.4,0.5,100,33.5,61.5,5.1,0.4,1.3,-2,1.5,20.3,-5.9,9.5,0.4,12.1,37.8,33.3
4801,Division No.  1,Census division,Alberta,48,4.6,00000,Both sexes,82625,15660,53470,13500,1965,78695,14880,52245,11565,1625,74550,13975,49880,10700,1555,100,19,64.7,16.3,2.4,100,18.9,66.4,14.7,2.1,100,18.7,66.9,14.4,2.1,5,5.2,2.3,16.7,20.9,10.8,12.1,7.2,26.2,26.4
4801,Division No.  1,Census division,Alberta,48,4.6,00000,Male,40800,8090,26600,6110,685,38730,7555,26045,5130,550,36935,7075,25210,4650,535,100,19.8,65.2,15,1.7,100,19.5,67.2,13.2,1.4,100,19.2,68.3,12.6,1.4,5.3,7.1,2.1,19.1,24.5,10.5,14.3,5.5,31.4,28
4801,Division No.  1,Census division,Alberta,48,4.6,00000,Female,41830,7570,26870,7390,1280,39965,7325,26205,6430,1080,37615,6900,24675,6045,1020,100,18.1,64.2,17.7,3.1,100,18.3,65.6,16.1,2.7,100,18.3,65.6,16.1,2.7,4.7,3.3,2.5,14.9,18.5,11.2,9.7,8.9,22.2,25.5
4802,Division No.  2,Census division,Alberta,48,4.9,00000,Both sexes,169730,35275,109530,24925,3560,156540,31675,104055,20805,2960,142430,28860,95060,18505,2630,100,20.8,64.5,14.7,2.1,100,20.2,66.5,13.3,1.9,100,20.3,66.7,13,1.8,8.4,11.4,5.3,19.8,20.3,19.2,22.2,15.2,34.7,35.4
4802,Division No.  2,Census division,Alberta,48,4.9,00000,Male,84755,18105,55120,11530,1370,77755,16125,52305,9330,975,70710,14765,47790,8150,875,100,21.4,65,13.6,1.6,100,20.7,67.3,12,1.3,100,20.9,67.6,11.5,1.2,9,12.3,5.4,23.6,40.5,19.9,22.6,15.3,41.5,56.6
4802,Division No.  2,Census division,Alberta,48,4.9,00000,Female,84970,17165,54415,13395,2190,78780,15555,51750,11480,1985,71720,14090,47270,10355,1755,100,20.2,64,15.8,2.6,100,19.7,65.7,14.6,2.5,100,19.6,65.9,14.4,2.4,7.9,10.4,5.1,16.7,10.3,18.5,21.8,15.1,29.4,24.8
4803,Division No.  3,Census division,Alberta,48,7.3,00100,Both sexes,38955,8035,22995,7920,955,38565,8210,23515,6845,835,37845,8475,23105,6265,905,100,20.6,59,20.3,2.5,100,21.3,61,17.7,2.2,100,22.4,61.1,16.6,2.4,1,-2.1,-2.2,15.7,14.4,2.9,-5.2,-0.5,26.4,5.5
4803,Division No.  3,Census division,Alberta,48,7.3,00100,Male,19205,4085,11380,3740,375,18995,4170,11585,3235,275,18435,4220,11355,2860,310,100,21.3,59.3,19.5,2,100,22,61,17,1.4,100,22.9,61.6,15.5,1.7,1.1,-2,-1.8,15.6,36.4,4.2,-3.2,0.2,30.8,21
4803,Division No.  3,Census division,Alberta,48,7.3,00100,Female,19745,3955,11615,4180,585,19570,4040,11925,3610,555,19410,4260,11755,3400,595,100,20,58.8,21.2,3,100,20.6,60.9,18.4,2.8,100,21.9,60.6,17.5,3.1,0.9,-2.1,-2.6,15.8,5.4,1.7,-7.2,-1.2,22.9,-1.7
4804,Division No.  4,Census division,Alberta,48,5.7,00000,Both sexes,9570,1740,5985,1845,290,10080,1920,6490,1670,290,10600,2075,6790,1735,305,100,18.2,62.5,19.3,3,100,19,64.4,16.6,2.9,100,19.6,64.1,16.4,2.9,-5.1,-9.4,-7.8,10.5,0,-9.7,-16.1,-11.9,6.3,-4.9
4804,Division No.  4,Census division,Alberta,48,5.7,00000,Male,4820,870,3060,890,105,5130,960,3375,795,105,5390,1090,3525,785,115,100,18,63.5,18.5,2.2,100,18.7,65.8,15.5,2,100,20.2,65.4,14.6,2.1,-6,-9.4,-9.3,11.9,0,-10.6,-20.2,-13.2,13.4,-8.7
4804,Division No.  4,Census division,Alberta,48,5.7,00000,Female,4750,875,2920,960,185,4950,955,3115,880,185,5210,985,3270,955,195,100,18.4,61.5,20.2,3.9,100,19.3,62.9,17.8,3.7,100,18.9,62.8,18.3,3.7,-4,-8.4,-6.3,9.1,0,-8.8,-11.2,-10.7,0.5,-5.1
4805,Division No.  5,Census division,Alberta,48,6.1,00000,Both sexes,55705,11010,35530,9165,1220,53265,10960,34780,7525,985,51105,10905,33400,6800,940,100,19.8,63.8,16.5,2.2,100,20.6,65.3,14.1,1.8,100,21.3,65.4,13.3,1.8,4.6,0.5,2.2,21.8,23.9,9,1,6.4,34.8,29.8
4805,Division No.  5,Census division,Alberta,48,6.1,00000,Male,28015,5565,18115,4330,435,26900,5610,17705,3590,335,25855,5610,17090,3155,330,100,19.9,64.7,15.5,1.6,100,20.9,65.8,13.3,1.2,100,21.7,66.1,12.2,1.3,4.1,-0.8,2.3,20.6,29.9,8.4,-0.8,6,37.2,31.8
4805,Division No.  5,Census division,Alberta,48,6.1,00000,Female,27695,5440,17415,4835,790,26365,5355,17075,3935,650,25250,5295,16310,3645,610,100,19.6,62.9,17.5,2.9,100,20.3,64.8,14.9,2.5,100,21,64.6,14.4,2.4,5,1.6,2,22.9,21.5,9.7,2.7,6.8,32.6,29.5
4806,Division No.  6,Census division,Alberta,48,3.9,00000,Both sexes,1498775,282180,1046730,169860,20830,1311020,241465,938040,131520,16095,1160935,215510,834340,111090,12635,100,18.8,69.8,11.3,1.4,100,18.4,71.6,10,1.2,100,18.6,71.9,9.6,1.1,14.3,16.9,11.6,29.2,29.4,29.1,30.9,25.5,52.9,64.9
4806,Division No.  6,Census division,Alberta,48,3.9,00000,Male,748135,144870,524785,78480,7580,655100,123800,472345,58955,5270,579430,110355,420025,49050,4060,100,19.4,70.1,10.5,1,100,18.9,72.1,9,0.8,100,19,72.5,8.5,0.7,14.2,17,11.1,33.1,43.8,29.1,31.3,24.9,60,86.7
4806,Division No.  6,Census division,Alberta,48,3.9,00000,Female,750645,137315,521950,91380,13255,655920,117665,465695,72560,10820,581510,105155,414320,62035,8570,100,18.3,69.5,12.2,1.8,100,17.9,71,11.1,1.6,100,18.1,71.2,10.7,1.5,14.4,16.7,12.1,25.9,22.5,29.1,30.6,26,47.3,54.7
4807,Division No.  7,Census division,Alberta,48,4.7,00000,Both sexes,41570,7890,26525,7165,1000,40230,7780,26130,6325,960,39910,8080,25850,5980,890,100,19,63.8,17.2,2.4,100,19.3,65,15.7,2.4,100,20.2,64.8,15,2.2,3.3,1.4,1.5,13.3,4.2,4.2,-2.4,2.6,19.8,12.4
4807,Division No.  7,Census division,Alberta,48,4.7,00000,Male,20960,4035,13515,3415,395,20240,3970,13275,2995,355,20140,4100,13240,2805,320,100,19.3,64.5,16.3,1.9,100,19.6,65.6,14.8,1.8,100,20.4,65.7,13.9,1.6,3.6,1.6,1.8,14,11.3,4.1,-1.6,2.1,21.7,23.4
4807,Division No.  7,Census division,Alberta,48,4.7,00000,Female,20615,3855,13010,3750,605,19990,3805,12855,3330,610,19765,3980,12605,3180,575,100,18.7,63.1,18.2,2.9,100,19,64.3,16.7,3.1,100,20.1,63.8,16.1,2.9,3.1,1.3,1.2,12.6,-0.8,4.3,-3.1,3.2,17.9,5.2
4808,Division No.  8,Census division,Alberta,48,5.1,00000,Both sexes,209395,41065,141550,26775,3415,189245,36960,130485,21795,2835,175340,34885,121335,19120,2450,100,19.6,67.6,12.8,1.6,100,19.5,69,11.5,1.5,100,19.9,69.2,10.9,1.4,10.6,11.1,8.5,22.8,20.5,19.4,17.7,16.7,40,39.4
4808,Division No.  8,Census division,Alberta,48,5.1,00000,Male,104790,21150,71260,12380,1215,94475,18890,65760,9825,915,87905,17730,61660,8520,830,100,20.2,68,11.8,1.2,100,20,69.6,10.4,1,100,20.2,70.1,9.7,0.9,10.9,12,8.4,26,32.8,19.2,19.3,15.6,45.3,46.4
4808,Division No.  8,Census division,Alberta,48,5.1,00000,Female,104600,19915,70295,14395,2195,94770,18075,64730,11970,1915,87435,17155,59680,10600,1620,100,19,67.2,13.8,2.1,100,19.1,68.3,12.6,2,100,19.6,68.3,12.1,1.9,10.4,10.2,8.6,20.3,14.6,19.6,16.1,17.8,35.8,35.5
4809,Division No.  9,Census division,Alberta,48,6.2,00100,Both sexes,20870,4235,13470,3165,290,21290,4470,14120,2700,275,20350,4405,13620,2325,230,100,20.3,64.5,15.2,1.4,100,21,66.3,12.7,1.3,100,21.6,66.9,11.4,1.1,-2,-5.3,-4.6,17.2,5.5,2.6,-3.9,-1.1,36.1,26.1
4809,Division No.  9,Census division,Alberta,48,6.2,00100,Male,10490,2150,6800,1535,125,10795,2300,7150,1345,110,10390,2255,6960,1175,90,100,20.5,64.8,14.6,1.2,100,21.3,66.2,12.5,1,100,21.7,67,11.3,0.9,-2.8,-6.5,-4.9,14.1,13.6,1,-4.7,-2.3,30.6,38.9
4809,Division No.  9,Census division,Alberta,48,6.2,00100,Female,10380,2085,6670,1630,165,10500,2175,6975,1350,170,9960,2155,6665,1150,135,100,20.1,64.3,15.7,1.6,100,20.7,66.4,12.9,1.6,100,21.6,66.9,11.5,1.4,-1.1,-4.1,-4.4,20.7,-2.9,4.2,-3.2,0.1,41.7,22.2
4810,Division No. 10,Census division,Alberta,48,4.7,00000,Both sexes,97445,18900,61965,16580,2465,93040,17765,60475,14805,2245,86795,16825,56100,13870,2165,100,19.4,63.6,17,2.5,100,19.1,65,15.9,2.4,100,19.4,64.6,16,2.5,4.7,6.4,2.5,12,9.8,12.3,12.3,10.5,19.5,13.9
4810,Division No. 10,Census division,Alberta,48,4.7,00000,Male,48730,9780,31295,7660,890,46400,9065,30545,6795,765,43095,8620,28185,6290,705,100,20.1,64.2,15.7,1.8,100,19.5,65.8,14.6,1.6,100,20,65.4,14.6,1.6,5,7.9,2.5,12.7,16.3,13.1,13.5,11,21.8,26.2
4810,Division No. 10,Census division,Alberta,48,4.7,00000,Female,48715,9120,30675,8925,1570,46640,8695,29935,8010,1480,43705,8210,27915,7580,1465,100,18.7,63,18.3,3.2,100,18.6,64.2,17.2,3.2,100,18.8,63.9,17.3,3.4,4.4,4.9,2.5,11.4,6.1,11.5,11.1,9.9,17.7,7.2
4811,Division No. 11,Census division,Alberta,48,4.4,00000,Both sexes,1366050,252495,943910,169650,22080,1203115,213900,850695,138520,17940,1076100,196025,759955,120115,13840,100,18.5,69.1,12.4,1.6,100,17.8,70.7,11.5,1.5,100,18.2,70.6,11.2,1.3,13.5,18,11,22.5,23.1,26.9,28.8,24.2,41.2,59.5
4811,Division No. 11,Census division,Alberta,48,4.4,00000,Male,683120,129220,476805,77095,7745,600740,109710,429320,61715,5825,534820,100550,381315,52950,4275,100,18.9,69.8,11.3,1.1,100,18.3,71.5,10.3,1,100,18.8,71.3,9.9,0.8,13.7,17.8,11.1,24.9,33,27.7,28.5,25,45.6,81.2
4811,Division No. 11,Census division,Alberta,48,4.4,00000,Female,682930,123280,467105,92555,14335,602375,104190,421380,76810,12115,541280,95480,378640,67165,9565,100,18.1,68.4,13.6,2.1,100,17.3,70,12.8,2,100,17.6,70,12.4,1.8,13.4,18.3,10.9,20.5,18.3,26.2,29.1,23.4,37.8,49.9
4812,Division No. 12,Census division,Alberta,48,5.8,20100,Both sexes,67120,14650,44350,8120,940,63425,13895,42380,7155,810,59990,13990,39255,6740,750,100,21.8,66.1,12.1,1.4,100,21.9,66.8,11.3,1.3,100,23.3,65.4,11.2,1.3,5.8,5.4,4.6,13.5,16,11.9,4.7,13,20.5,25.3
4812,Division No. 12,Census division,Alberta,48,5.8,20100,Male,34200,7470,22840,3885,365,32500,7105,21920,3475,295,30565,7160,20100,3310,270,100,21.8,66.8,11.4,1.1,100,21.9,67.4,10.7,0.9,100,23.4,65.8,10.8,0.9,5.2,5.1,4.2,11.8,23.7,11.9,4.3,13.6,17.4,35.2
4812,Division No. 12,Census division,Alberta,48,5.8,20100,Female,32920,7175,21505,4240,570,30925,6790,20460,3680,515,29425,6835,19160,3430,480,100,21.8,65.3,12.9,1.7,100,22,66.2,11.9,1.7,100,23.2,65.1,11.7,1.6,6.5,5.7,5.1,15.2,10.7,11.9,5,12.2,23.6,18.8
4813,Division No. 13,Census division,Alberta,48,4.9,00000,Both sexes,71015,13100,45860,12055,1355,68920,13185,45360,10370,1150,66970,13240,44325,9410,1060,100,18.4,64.6,17,1.9,100,19.1,65.8,15,1.7,100,19.8,66.2,14.1,1.6,3,-0.6,1.1,16.2,17.8,6,-1.1,3.5,28.1,27.8
4813,Division No. 13,Census division,Alberta,48,4.9,00000,Male,36320,6790,23555,5980,550,35275,6860,23240,5170,425,34370,6960,22720,4695,355,100,18.7,64.9,16.5,1.5,100,19.4,65.9,14.7,1.2,100,20.3,66.1,13.7,1,3,-1,1.4,15.7,29.4,5.7,-2.4,3.7,27.4,54.9
4813,Division No. 13,Census division,Alberta,48,4.9,00000,Female,34695,6310,22305,6080,805,33645,6325,22125,5195,725,32600,6285,21605,4710,705,100,18.2,64.3,17.5,2.3,100,18.8,65.8,15.4,2.2,100,19.3,66.3,14.4,2.2,3.1,-0.2,0.8,17,11,6.4,0.4,3.2,29.1,14.2
4814,Division No. 14,Census division,Alberta,48,3.6,00000,Both sexes,29290,5570,20000,3720,370,28585,5485,19975,3125,270,27880,5785,19410,2685,225,100,19,68.3,12.7,1.3,100,19.2,69.9,10.9,0.9,100,20.7,69.6,9.6,0.8,2.5,1.5,0.1,19,37,5.1,-3.7,3,38.5,64.4
4814,Division No. 14,Census division,Alberta,48,3.6,00000,Male,15205,2940,10400,1860,150,14740,2895,10265,1580,100,14450,3020,10080,1355,75,100,19.3,68.4,12.2,1,100,19.6,69.6,10.7,0.7,100,20.9,69.8,9.4,0.5,3.2,1.6,1.3,17.7,50,5.2,-2.6,3.2,37.3,100
4814,Division No. 14,Census division,Alberta,48,3.6,00000,Female,14085,2630,9595,1855,220,13840,2590,9710,1540,170,13430,2765,9330,1330,155,100,18.7,68.1,13.2,1.6,100,18.7,70.2,11.1,1.2,100,20.6,69.5,9.9,1.2,1.8,1.5,-1.2,20.5,29.4,4.9,-4.9,2.8,39.5,41.9
4815,Division No. 15,Census division,Alberta,48,14.6,01200,Both sexes,38595,5880,28005,4710,510,35985,5350,27015,3620,420,34150,5455,25470,3220,350,100,15.2,72.6,12.2,1.3,100,14.9,75.1,10.1,1.2,100,16,74.6,9.4,1,7.3,9.9,3.7,30.1,21.4,13,7.8,10,46.3,45.7
4815,Division No. 15,Census division,Alberta,48,14.6,01200,Male,19735,3025,14325,2380,200,18300,2765,13850,1685,130,17285,2795,13015,1480,120,100,15.3,72.6,12.1,1,100,15.1,75.7,9.2,0.7,100,16.2,75.3,8.6,0.7,7.8,9.4,3.4,41.2,53.8,14.2,8.2,10.1,60.8,66.7
4815,Division No. 15,Census division,Alberta,48,14.6,01200,Female,18865,2855,13675,2330,310,17680,2585,13165,1930,290,16865,2660,12460,1740,235,100,15.1,72.5,12.4,1.6,100,14.6,74.5,10.9,1.6,100,15.8,73.9,10.3,1.4,6.7,10.4,3.9,20.7,6.9,11.9,7.3,9.8,33.9,31.9
4816,Division No. 16,Census division,Alberta,48,14.3,01100,Both sexes,73990,15020,56870,2105,90,67520,12840,53400,1280,55,53080,10825,41215,1045,65,100,20.3,76.9,2.8,0.1,100,19,79.1,1.9,0.1,100,20.4,77.6,2,0.1,9.6,17,6.5,64.5,63.6,39.4,38.8,38,101.4,38.5
4816,Division No. 16,Census division,Alberta,48,14.3,01100,Male,39770,7745,30865,1160,45,36745,6670,29420,655,15,28460,5560,22390,510,20,100,19.5,77.6,2.9,0.1,100,18.2,80.1,1.8,0,100,19.5,78.7,1.8,0.1,8.2,16.1,4.9,77.1,200,39.7,39.3,37.9,127.5,125
4816,Division No. 16,Census division,Alberta,48,14.3,01100,Female,34215,7270,26000,945,40,30775,6165,23985,620,40,24620,5265,18820,540,50,100,21.2,76,2.8,0.1,100,20,77.9,2,0.1,100,21.4,76.4,2.2,0.2,11.2,17.9,8.4,52.4,0,39,38.1,38.2,75,-20
4817,Division No. 17,Census division,Alberta,48,6.0,00100,Both sexes,61590,17180,38660,5755,425,61505,17310,39285,4910,370,59285,17425,37815,4040,350,100,27.9,62.8,9.3,0.7,100,28.1,63.9,8,0.6,100,29.4,63.8,6.8,0.6,0.1,-0.8,-1.6,17.2,14.9,3.9,-1.4,2.2,42.5,21.4
4817,Division No. 17,Census division,Alberta,48,6.0,00100,Male,31340,8690,19690,2965,185,31485,8915,20020,2550,155,30345,8920,19335,2090,135,100,27.7,62.8,9.5,0.6,100,28.3,63.6,8.1,0.5,100,29.4,63.7,6.9,0.4,-0.5,-2.5,-1.6,16.3,19.4,3.3,-2.6,1.8,41.9,37
4817,Division No. 17,Census division,Alberta,48,6.0,00100,Female,30250,8485,18970,2790,245,30015,8395,19265,2360,215,28940,8510,18485,1950,220,100,28,62.7,9.2,0.8,100,28,64.2,7.9,0.7,100,29.4,63.9,6.7,0.8,0.8,1.1,-1.5,18.2,14,4.5,-0.3,2.6,43.1,11.4
4818,Division No. 18,Census division,Alberta,48,6.3,00100,Both sexes,14490,2950,9845,1690,120,14535,3230,9875,1430,105,14320,3350,9640,1330,75,100,20.4,67.9,11.7,0.8,100,22.2,67.9,9.8,0.7,100,23.4,67.3,9.3,0.5,-0.3,-8.7,-0.3,18.2,14.3,1.2,-11.9,2.1,27.1,60
4818,Division No. 18,Census division,Alberta,48,6.3,00100,Male,7670,1510,5305,865,40,7705,1720,5250,735,40,7500,1785,5020,700,20,100,19.7,69.2,11.3,0.5,100,22.3,68.1,9.5,0.5,100,23.8,66.9,9.3,0.3,-0.5,-12.2,1,17.7,0,2.3,-15.4,5.7,23.6,100
4818,Division No. 18,Census division,Alberta,48,6.3,00100,Female,6815,1445,4540,825,75,6830,1510,4620,700,65,6825,1565,4620,635,55,100,21.2,66.6,12.1,1.1,100,22.1,67.6,10.2,1,100,22.9,67.7,9.3,0.8,-0.2,-4.3,-1.7,17.9,15.4,-0.1,-7.7,-1.7,29.9,36.4
4819,Division No. 19,Census division,Alberta,48,5.0,00000,Both sexes,120380,26325,82555,11500,1500,109710,23520,76420,9770,1260,98710,21425,68845,8445,865,100,21.9,68.6,9.6,1.2,100,21.4,69.7,8.9,1.1,100,21.7,69.7,8.6,0.9,9.7,11.9,8,17.7,19,22,22.9,19.9,36.2,73.4
4819,Division No. 19,Census division,Alberta,48,5.0,00000,Male,61335,13480,42430,5430,605,55815,12005,39245,4565,445,50720,11050,35665,4005,325,100,22,69.2,8.9,1,100,21.5,70.3,8.2,0.8,100,21.8,70.3,7.9,0.6,9.9,12.3,8.1,18.9,36,20.9,22,19,35.6,86.2
4819,Division No. 19,Census division,Alberta,48,5.0,00000,Female,59045,12845,40125,6080,895,53895,11520,37170,5205,810,47990,10375,33180,4440,540,100,21.8,68,10.3,1.5,100,21.4,69,9.7,1.5,100,21.6,69.1,9.3,1.1,9.6,11.5,7.9,16.8,10.5,23,23.8,20.9,36.9,65.7
5901,East Kootenay,Regional district,British Columbia,59,6.2,00000,Both sexes,60440,9640,38960,11835,1290,56685,8975,38315,9395,1045,55485,9120,38085,8280,900,100,15.9,64.5,19.6,2.1,100,15.8,67.6,16.6,1.8,100,16.4,68.6,14.9,1.6,6.6,7.4,1.7,26,23.4,8.9,5.7,2.3,42.9,43.3
5901,East Kootenay,Regional district,British Columbia,59,6.2,00000,Male,30345,4975,19600,5770,465,28350,4570,19265,4515,370,27655,4660,19010,3980,315,100,16.4,64.6,19,1.5,100,16.1,68,15.9,1.3,100,16.9,68.7,14.4,1.1,7,8.9,1.7,27.8,25.7,9.7,6.8,3.1,45,47.6
5901,East Kootenay,Regional district,British Columbia,59,6.2,00000,Female,30095,4670,19355,6065,830,28340,4410,19050,4880,680,27830,4460,19075,4300,590,100,15.5,64.3,20.2,2.8,100,15.6,67.2,17.2,2.4,100,16,68.5,15.5,2.1,6.2,5.9,1.6,24.3,22.1,8.1,4.7,1.5,41,40.7
5903,Central Kootenay,Regional district,British Columbia,59,6.8,00000,Both sexes,59520,8390,37115,14010,1560,58445,8670,38400,11375,1360,55885,8910,37020,9955,1245,100,14.1,62.4,23.5,2.6,100,14.8,65.7,19.5,2.3,100,15.9,66.2,17.8,2.2,1.8,-3.2,-3.3,23.2,14.7,6.5,-5.8,0.3,40.7,25.3
5903,Central Kootenay,Regional district,British Columbia,59,6.8,00000,Male,29510,4340,18330,6840,615,28965,4470,19005,5485,485,27640,4610,18320,4715,435,100,14.7,62.1,23.2,2.1,100,15.4,65.6,18.9,1.7,100,16.7,66.3,17.1,1.6,1.9,-2.9,-3.6,24.7,26.8,6.8,-5.9,0.1,45.1,41.4
5903,Central Kootenay,Regional district,British Columbia,59,6.8,00000,Female,30005,4050,18785,7175,950,29475,4200,19395,5885,870,28240,4300,18700,5240,815,100,13.5,62.6,23.9,3.2,100,14.2,65.8,20,3,100,15.2,66.2,18.6,2.9,1.8,-3.6,-3.1,21.9,9.2,6.3,-5.8,0.5,36.9,16.6
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,00000,Both sexes,31445,4320,19145,7990,980,31140,4380,20040,6715,845,30740,4615,19900,6225,765,100,13.7,60.9,25.4,3.1,100,14.1,64.4,21.6,2.7,100,15,64.7,20.3,2.5,1,-1.4,-4.5,19,16,2.3,-6.4,-3.8,28.4,28.1
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,00000,Male,15645,2205,9560,3875,380,15295,2275,9835,3185,295,15180,2390,9920,2865,265,100,14.1,61.1,24.8,2.4,100,14.9,64.3,20.8,1.9,100,15.7,65.3,18.9,1.7,2.3,-3.1,-2.8,21.7,28.8,3.1,-7.7,-3.6,35.3,43.4
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,00000,Female,15805,2115,9580,4115,600,15840,2105,10205,3535,550,15565,2230,9980,3350,500,100,13.4,60.6,26,3.8,100,13.3,64.4,22.3,3.5,100,14.3,64.1,21.5,3.2,-0.2,0.5,-6.1,16.4,9.1,1.5,-5.2,-4,22.8,20
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,00000,Both sexes,83025,9570,47675,25775,3680,80745,9850,48635,22255,3340,79475,10700,47905,20870,2780,100,11.5,57.4,31,4.4,100,12.2,60.2,27.6,4.1,100,13.5,60.3,26.3,3.5,2.8,-2.8,-2,15.8,10.2,4.5,-10.6,-0.5,23.5,32.4
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,00000,Male,39840,4870,22835,12130,1430,38675,4950,23420,10305,1185,38170,5315,23020,9830,1070,100,12.2,57.3,30.4,3.6,100,12.8,60.6,26.6,3.1,100,13.9,60.3,25.8,2.8,3,-1.6,-2.5,17.7,20.7,4.4,-8.4,-0.8,23.4,33.6
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,00000,Female,43185,4700,24840,13650,2245,42070,4905,25215,11950,2155,41310,5385,24885,11040,1710,100,10.9,57.5,31.6,5.2,100,11.7,59.9,28.4,5.1,100,13,60.2,26.7,4.1,2.7,-4.2,-1.5,14.2,4.2,4.5,-12.7,-0.2,23.6,31.3
5909,Fraser Valley,Regional district,British Columbia,59,4.9,00000,Both sexes,295935,53540,189095,53295,7045,277590,51865,182700,43030,5825,257035,51260,168260,37510,4680,100,18.1,63.9,18,2.4,100,18.7,65.8,15.5,2.1,100,19.9,65.5,14.6,1.8,6.6,3.2,3.5,23.9,20.9,15.1,4.4,12.4,42.1,50.5
