Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Additional province code,Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (2001 Counts),Broad Age Groups: 0 to 14 (2001 Counts),Broad Age Groups: 15 to 64 (2001 Counts),Broad Age Groups: 65 years and over (2001 Counts),Broad Age Groups: 85 years and over (2001 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (% Distribution 2001),Broad Age Groups: 0 to 14 (% Distribution 2001) ,Broad Age Groups: 15 to 64 (% Distribution 2001),Broad Age Groups: 65 years and over (% Distribution 2001),Broad Age Groups: 85 years and over (% Distribution 2001),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016),Total (Percent Change 2001 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2001 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2001 to 2016),Broad Age Groups: 65 years and over (Percent Change 2001 to 2016),Broad Age Groups: 85 years and over (Percent Change 2001 to 2016)
502,Hawkesbury,CA,Ontario / Quebec,35,24,4.5,00000,Male,5635,800,3515,1315,135,5725,850,3735,1135,110,5825,980,3845,995,85,5455,970,3685,805,60,100,14.2,62.4,23.3,2.4,100,14.8,65.2,19.8,1.9,100,16.8,66,17.1,1.5,100,17.8,67.6,14.8,1.1,-1.6,-5.9,-5.9,15.9,22.7,-3.3,-18.4,-8.6,32.2,58.8,3.3,-17.5,-4.6,63.4,125
502,Hawkesbury,CA,Ontario / Quebec,35,24,4.5,00000,Female,6340,790,3730,1815,280,6405,785,4005,1610,270,6440,900,4035,1510,280,6150,975,3925,1250,145,100,12.5,58.8,28.6,4.4,100,12.3,62.5,25.1,4.2,100,14,62.7,23.4,4.3,100,15.9,63.8,20.3,2.4,-1,0.6,-6.9,12.7,3.7,-1.6,-12.2,-7.6,20.2,0,3.1,-19,-5,45.2,93.1
24502,Hawkesbury (Quebec part),CA,Quebec,24,35,2.9,00000,Both sexes,1710,300,1075,335,15,1575,280,1025,270,25,1400,270,930,200,20,1285,235,870,180,10,100,17.5,62.9,19.6,0.9,100,17.8,65.1,17.1,1.6,100,19.3,66.4,14.3,1.4,100,18.3,67.7,14,0.8,8.6,7.1,4.9,24.1,-40,22.1,11.1,15.6,67.5,-25,33.1,27.7,23.6,86.1,50
24502,Hawkesbury (Quebec part),CA,Quebec,24,35,2.9,00000,Male,830,150,530,155,5,785,140,525,120,5,670,115,475,80,5,625,120,435,80,0,100,18.1,63.9,18.7,0.6,100,17.8,66.9,15.3,0.6,100,17.2,70.9,11.9,0.7,100,19.2,69.6,12.8,0,5.7,7.1,1,29.2,0,23.9,30.4,11.6,93.8,0,32.8,25,21.8,93.8,
24502,Hawkesbury (Quebec part),CA,Quebec,24,35,2.9,00000,Female,880,155,540,180,5,795,140,495,150,15,730,150,455,120,10,660,120,440,105,10,100,17.6,61.4,20.5,0.6,100,17.6,62.3,18.9,1.9,100,20.5,62.3,16.4,1.4,100,18.2,66.7,15.9,1.5,10.7,10.7,9.1,20,-66.7,20.5,3.3,18.7,50,-50,33.3,29.2,22.7,71.4,-50
35502,Hawkesbury (Ontario part),CA,Ontario,35,24,4.8,00000,Both sexes,10260,1290,6170,2800,395,10550,1360,6720,2475,355,10870,1610,6950,2310,350,10315,1710,6735,1870,195,100,12.6,60.1,27.3,3.8,100,12.9,63.7,23.5,3.4,100,14.8,63.9,21.3,3.2,100,16.6,65.3,18.1,1.9,-2.7,-5.1,-8.2,13.1,11.3,-5.6,-19.9,-11.2,21.2,12.9,-0.5,-24.6,-8.4,49.7,102.6
35502,Hawkesbury (Ontario part),CA,Ontario,35,24,4.8,00000,Male,4800,650,2990,1160,125,4940,710,3210,1015,100,5150,860,3375,915,85,4825,855,3250,725,55,100,13.5,62.3,24.2,2.6,100,14.4,65,20.5,2,100,16.7,65.5,17.8,1.7,100,17.7,67.4,15,1.1,-2.8,-8.5,-6.9,14.3,25,-6.8,-24.4,-11.4,26.8,47.1,-0.5,-24,-8,60,127.3
35502,Hawkesbury (Ontario part),CA,Ontario,35,24,4.8,00000,Female,5460,635,3185,1635,270,5610,645,3510,1455,255,5720,750,3580,1390,265,5485,855,3485,1150,135,100,11.6,58.3,29.9,4.9,100,11.5,62.6,25.9,4.5,100,13.1,62.6,24.3,4.6,100,15.6,63.5,21,2.5,-2.7,-1.6,-9.3,12.4,5.9,-4.5,-15.3,-11,17.6,1.9,-0.5,-25.7,-8.6,42.2,100
505,Ottawa - Gatineau,CMA,Ontario / Quebec,35,24,3.5,00000,Both sexes,1323780,227190,897825,198765,25210,1254920,214685,880705,159525,20810,1151140,206335,809640,135170,16440,1087175,210280,759120,117775,11875,100,17.2,67.8,15,1.9,100,17.1,70.2,12.7,1.7,100,17.9,70.3,11.7,1.4,100,19.3,69.8,10.8,1.1,5.5,5.8,1.9,24.6,21.1,15,10.1,10.9,47,53.3,21.8,8,18.3,68.8,112.3
505,Ottawa - Gatineau,CMA,Ontario / Quebec,35,24,3.5,00000,Male,645055,115770,440075,89205,8485,610505,108985,431950,69570,6480,558885,104985,396710,57200,4785,530510,107375,374160,48975,3245,100,17.9,68.2,13.8,1.3,100,17.9,70.8,11.4,1.1,100,18.8,71,10.2,0.9,100,20.2,70.5,9.2,0.6,5.7,6.2,1.9,28.2,30.9,15.4,10.3,10.9,56,77.3,21.6,7.8,17.6,82.1,161.5
505,Ottawa - Gatineau,CMA,Ontario / Quebec,35,24,3.5,00000,Female,678730,111425,457750,109560,16730,644415,105700,448765,89955,14330,592255,101355,412935,77970,11660,556665,102905,384960,68800,8625,100,16.4,67.4,16.1,2.5,100,16.4,69.6,14,2.2,100,17.1,69.7,13.2,2,100,18.5,69.2,12.4,1.5,5.3,5.4,2,21.8,16.7,14.6,9.9,10.9,40.5,43.5,21.9,8.3,18.9,59.2,94
24505,Ottawa - Gatineau (Quebec part),CMA,Quebec,24,35,3.3,00000,Both sexes,332055,61225,224920,45915,4735,318010,56185,225100,36730,3765,290145,53600,207095,29445,2620,267500,53655,189240,24605,1840,100,18.4,67.7,13.8,1.4,100,17.7,70.8,11.5,1.2,100,18.5,71.4,10.1,0.9,100,20.1,70.7,9.2,0.7,4.4,9,-0.1,25,25.8,14.4,14.2,8.6,55.9,80.7,24.1,14.1,18.9,86.6,157.3
24505,Ottawa - Gatineau (Quebec part),CMA,Quebec,24,35,3.3,00000,Male,162730,31335,110690,20700,1455,155430,28630,110755,16045,1070,141635,27225,101840,12575,715,130525,27305,92925,10290,475,100,19.3,68,12.7,0.9,100,18.4,71.3,10.3,0.7,100,19.2,71.9,8.9,0.5,100,20.9,71.2,7.9,0.4,4.7,9.4,-0.1,29,36,14.9,15.1,8.7,64.6,103.5,24.7,14.8,19.1,101.2,206.3
24505,Ottawa - Gatineau (Quebec part),CMA,Quebec,24,35,3.3,00000,Female,169325,29890,114230,25210,3280,162575,27555,114340,20685,2690,148505,26375,105255,16875,1905,136975,26350,96310,14315,1365,100,17.7,67.5,14.9,1.9,100,16.9,70.3,12.7,1.7,100,17.8,70.9,11.4,1.3,100,19.2,70.3,10.5,1,4.2,8.5,-0.1,21.9,21.9,14,13.3,8.5,49.4,72.2,23.6,13.4,18.6,76.1,140.3
35505,Ottawa - Gatineau (Ontario part),CMA,Ontario,35,24,3.5,00000,Both sexes,991725,165975,672905,152850,20475,936910,158505,655610,122795,17045,861000,152735,602545,105720,13820,819680,156625,569880,93170,10030,100,16.7,67.9,15.4,2.1,100,16.9,70,13.1,1.8,100,17.7,70,12.3,1.6,100,19.1,69.5,11.4,1.2,5.9,4.7,2.6,24.5,20.1,15.2,8.7,11.7,44.6,48.2,21,6,18.1,64.1,104.1
35505,Ottawa - Gatineau (Ontario part),CMA,Ontario,35,24,3.5,00000,Male,482325,84440,329385,68505,7025,455070,80355,321190,53525,5405,417250,77760,294870,44625,4070,399990,80070,281235,38685,2770,100,17.5,68.3,14.2,1.5,100,17.7,70.6,11.8,1.2,100,18.6,70.7,10.7,1,100,20,70.3,9.7,0.7,6,5.1,2.6,28,30,15.6,8.6,11.7,53.5,72.6,20.6,5.5,17.1,77.1,153.6
35505,Ottawa - Gatineau (Ontario part),CMA,Ontario,35,24,3.5,00000,Female,509405,81535,343520,84350,13445,481835,78150,334415,69270,11640,443750,74980,307675,61095,9755,419690,76555,288650,54485,7260,100,16,67.4,16.6,2.6,100,16.2,69.4,14.4,2.4,100,16.9,69.3,13.8,2.2,100,18.2,68.8,13,1.7,5.7,4.3,2.7,21.8,15.5,14.8,8.7,11.7,38.1,37.8,21.4,6.5,19,54.8,85.2
507,Arnprior,CA,Ontario,35, ,3.5,00000,Both sexes,15975,2410,10030,3535,465,15485,2275,10275,2935,425,14380,2435,9565,2380,295,14035,2710,9100,2225,250,100,15.1,62.8,22.1,2.9,100,14.7,66.4,19,2.7,100,16.9,66.5,16.6,2.1,100,19.3,64.8,15.9,1.8,3.2,5.9,-2.4,20.4,9.4,11.1,-1,4.9,48.5,57.6,13.8,-11.1,10.2,58.9,86
507,Arnprior,CA,Ontario,35, ,3.5,00000,Male,7825,1275,4895,1660,160,7620,1190,5110,1320,130,7000,1270,4725,1005,85,6790,1395,4495,895,75,100,16.3,62.6,21.2,2,100,15.6,67.1,17.3,1.7,100,18.1,67.5,14.4,1.2,100,20.5,66.2,13.2,1.1,2.7,7.1,-4.2,25.8,23.1,11.8,0.4,3.6,65.2,88.2,15.2,-8.6,8.9,85.5,113.3
507,Arnprior,CA,Ontario,35, ,3.5,00000,Female,8145,1135,5130,1880,300,7870,1085,5165,1620,295,7380,1165,4835,1380,205,7250,1315,4600,1330,180,100,13.9,63,23.1,3.7,100,13.8,65.6,20.6,3.7,100,15.8,65.5,18.7,2.8,100,18.1,63.4,18.3,2.5,3.5,4.6,-0.7,16,1.7,10.4,-2.6,6.1,36.2,46.3,12.3,-13.7,11.5,41.4,66.7
509,Carleton Place,CA,Ontario,35, ,4.1,00000,Both sexes,31455,5245,20320,5890,780,29180,4890,19680,4615,690,27575,5260,18640,3675,480,26775,5700,17715,3360,405,100,16.7,64.6,18.7,2.5,100,16.8,67.4,15.8,2.4,100,19.1,67.6,13.3,1.7,100,21.3,66.2,12.5,1.5,7.8,7.3,3.3,27.6,13,14.1,-0.3,9,60.3,62.5,17.5,-8,14.7,75.3,92.6
509,Carleton Place,CA,Ontario,35, ,4.1,00000,Male,15315,2665,9945,2705,255,14240,2520,9625,2085,215,13550,2715,9215,1620,150,13195,2955,8800,1445,120,100,17.4,64.9,17.7,1.7,100,17.7,67.6,14.6,1.5,100,20,68,12,1.1,100,22.4,66.7,11,0.9,7.5,5.8,3.3,29.7,18.6,13,-1.8,7.9,67,70,16.1,-9.8,13,87.2,112.5
509,Carleton Place,CA,Ontario,35, ,4.1,00000,Female,16135,2580,10370,3180,520,14940,2370,10050,2520,475,14020,2550,9425,2050,325,13580,2750,8915,1915,280,100,16,64.3,19.7,3.2,100,15.9,67.3,16.9,3.2,100,18.2,67.2,14.6,2.3,100,20.3,65.6,14.1,2.1,8,8.9,3.2,26.2,9.5,15.1,1.2,10,55.1,60,18.8,-6.2,16.3,66.1,85.7
512,Brockville,CA,Ontario,35, ,4.0,00000,Both sexes,38555,5140,24005,9405,1245,39025,5530,25320,8180,1185,39670,6445,25855,7370,995,39050,7025,25205,6820,785,100,13.3,62.3,24.4,3.2,100,14.2,64.9,21,3,100,16.2,65.2,18.6,2.5,100,18,64.5,17.5,2,-1.2,-7.1,-5.2,15,5.1,-2.8,-20.2,-7.2,27.6,25.1,-1.3,-26.8,-4.8,37.9,58.6
512,Brockville,CA,Ontario,35, ,4.0,00000,Male,18540,2600,11780,4155,415,18725,2760,12415,3545,370,19050,3250,12680,3125,280,18920,3565,12475,2875,250,100,14,63.5,22.4,2.2,100,14.7,66.3,18.9,2,100,17.1,66.6,16.4,1.5,100,18.8,65.9,15.2,1.3,-1,-5.8,-5.1,17.2,12.2,-2.7,-20,-7.1,33,48.2,-2,-27.1,-5.6,44.5,66
512,Brockville,CA,Ontario,35, ,4.0,00000,Female,20015,2540,12220,5250,825,20300,2770,12895,4630,810,20620,3195,13175,4250,715,20130,3460,12725,3945,540,100,12.7,61.1,26.2,4.1,100,13.6,63.5,22.8,4,100,15.5,63.9,20.6,3.5,100,17.2,63.2,19.6,2.7,-1.4,-8.3,-5.2,13.4,1.9,-2.9,-20.5,-7.2,23.5,15.4,-0.6,-26.6,-4,33.1,52.8
515,Pembroke,CA,Ontario,35, ,4.3,00000,Both sexes,23270,3470,14625,5170,855,24020,3585,15595,4840,820,23195,3875,15020,4300,560,22225,4015,14200,4010,505,100,14.9,62.8,22.2,3.7,100,14.9,64.9,20.1,3.4,100,16.7,64.8,18.5,2.4,100,18.1,63.9,18,2.3,-3.1,-3.2,-6.2,6.8,4.3,0.3,-10.5,-2.6,20.2,52.7,4.7,-13.6,3,28.9,69.3
515,Pembroke,CA,Ontario,35, ,4.3,00000,Male,11160,1770,7230,2165,230,11530,1825,7770,1940,220,11000,1905,7360,1740,150,10580,2025,6995,1560,135,100,15.9,64.8,19.4,2.1,100,15.8,67.4,16.8,1.9,100,17.3,66.9,15.8,1.4,100,19.1,66.1,14.7,1.3,-3.2,-3,-6.9,11.6,4.5,1.5,-7.1,-1.8,24.4,53.3,5.5,-12.6,3.4,38.8,70.4
515,Pembroke,CA,Ontario,35, ,4.3,00000,Female,12105,1700,7395,3010,620,12485,1755,7830,2900,595,12190,1970,7665,2560,415,11640,1990,7210,2445,365,100,14,61.1,24.9,5.1,100,14.1,62.7,23.2,4.8,100,16.2,62.9,21,3.4,100,17.1,61.9,21,3.1,-3,-3.1,-5.6,3.8,4.2,-0.7,-13.7,-3.5,17.6,49.4,4,-14.6,2.6,23.1,69.9
516,Petawawa,CA,Ontario,35, ,7.6,00100,Both sexes,17190,3825,11960,1400,100,15990,3275,11535,1175,85,14655,3310,10270,1070,60,14395,3760,9715,920,35,100,22.3,69.6,8.1,0.6,100,20.5,72.1,7.3,0.5,100,22.6,70.1,7.3,0.4,100,26.1,67.5,6.4,0.2,7.5,16.8,3.7,19.1,17.6,17.3,15.6,16.5,30.8,66.7,19.4,1.7,23.1,52.2,185.7
516,Petawawa,CA,Ontario,35, ,7.6,00100,Male,9265,1990,6620,660,40,8650,1705,6400,545,35,7760,1690,5575,485,25,7390,1910,5065,420,10,100,21.5,71.5,7.1,0.4,100,19.7,74,6.3,0.4,100,21.8,71.8,6.3,0.3,100,25.8,68.5,5.7,0.1,7.1,16.7,3.4,21.1,14.3,19.4,17.8,18.7,36.1,60,25.4,4.2,30.7,57.1,300
516,Petawawa,CA,Ontario,35, ,7.6,00100,Female,7925,1835,5345,745,55,7335,1575,5130,630,45,6895,1610,4695,585,40,7005,1850,4655,505,25,100,23.2,67.4,9.4,0.7,100,21.5,69.9,8.6,0.6,100,23.4,68.1,8.5,0.6,100,26.4,66.5,7.2,0.4,8,16.5,4.2,18.3,22.2,14.9,14,13.8,27.4,37.5,13.1,-0.8,14.8,47.5,120
521,Kingston,CMA,Ontario,35, ,4.6,00000,Both sexes,161175,23910,105990,31270,4260,159560,23880,109705,25975,3470,152355,24595,104400,23365,2825,146840,26000,100030,20810,2035,100,14.8,65.8,19.4,2.6,100,15,68.8,16.3,2.2,100,16.1,68.5,15.3,1.9,100,17.7,68.1,14.2,1.4,1,0.1,-3.4,20.4,22.8,5.8,-2.8,1.5,33.8,50.8,9.8,-8,6,50.3,109.3
521,Kingston,CMA,Ontario,35, ,4.6,00000,Male,78465,12260,52165,14045,1530,78215,12240,54475,11500,1120,74175,12655,51380,10140,895,72060,13310,49900,8850,575,100,15.6,66.5,17.9,1.9,100,15.6,69.6,14.7,1.4,100,17.1,69.3,13.7,1.2,100,18.5,69.2,12.3,0.8,0.3,0.2,-4.2,22.1,36.6,5.8,-3.1,1.5,38.5,70.9,8.9,-7.9,4.5,58.7,166.1
521,Kingston,CMA,Ontario,35, ,4.6,00000,Female,82710,11650,53835,17230,2730,81345,11640,55230,14475,2355,78180,11945,53015,13230,1930,74775,12685,50130,11960,1460,100,14.1,65.1,20.8,3.3,100,14.3,67.9,17.8,2.9,100,15.3,67.8,16.9,2.5,100,17,67,16,2,1.7,0.1,-2.5,19,15.9,5.8,-2.5,1.5,30.2,41.5,10.6,-8.2,7.4,44.1,87
522,Belleville,CMA,Ontario,35, ,3.8,00000,Both sexes,103470,16420,66250,20800,2840,101670,16160,67395,18110,2580,100495,17600,66450,16445,2055,96050,18360,62675,15015,1545,100,15.9,64,20.1,2.7,100,15.9,66.3,17.8,2.5,100,17.5,66.1,16.4,2,100,19.1,65.3,15.6,1.6,1.8,1.6,-1.7,14.9,10.1,3,-6.7,-0.3,26.5,38.2,7.7,-10.6,5.7,38.5,83.8
522,Belleville,CMA,Ontario,35, ,3.8,00000,Male,50500,8370,32820,9310,975,49365,8230,33230,7910,750,48780,8975,32800,7010,595,46625,9445,30880,6300,450,100,16.6,65,18.4,1.9,100,16.7,67.3,16,1.5,100,18.4,67.2,14.4,1.2,100,20.3,66.2,13.5,1,2.3,1.7,-1.2,17.7,30,3.5,-6.7,0.1,32.8,63.9,8.3,-11.4,6.3,47.8,116.7
522,Belleville,CMA,Ontario,35, ,3.8,00000,Female,52970,8060,33425,11485,1865,52305,7930,34170,10200,1830,51715,8625,33655,9435,1465,49425,8915,31795,8715,1095,100,15.2,63.1,21.7,3.5,100,15.2,65.3,19.5,3.5,100,16.7,65.1,18.2,2.8,100,18,64.3,17.6,2.2,1.3,1.6,-2.2,12.6,1.9,2.4,-6.6,-0.7,21.7,27.3,7.2,-9.6,5.1,31.8,70.3
527,Cobourg,CA,Ontario,35, ,4.5,00000,Both sexes,19440,2440,10900,6100,1030,18520,2525,11090,4900,790,18210,2740,11025,4445,735,17175,3095,10445,3630,470,100,12.6,56.1,31.4,5.3,100,13.6,59.9,26.5,4.3,100,15,60.5,24.4,4,100,18,60.8,21.1,2.7,5,-3.4,-1.7,24.5,30.4,6.8,-10.9,-1.1,37.2,40.1,13.2,-21.2,4.4,68,119.1
527,Cobourg,CA,Ontario,35, ,4.5,00000,Male,8995,1245,5180,2570,345,8600,1300,5265,2030,250,8460,1400,5310,1755,210,8050,1585,4990,1475,155,100,13.8,57.6,28.6,3.8,100,15.1,61.2,23.6,2.9,100,16.5,62.8,20.7,2.5,100,19.7,62,18.3,1.9,4.6,-4.2,-1.6,26.6,38,6.3,-11.1,-2.4,46.4,64.3,11.7,-21.5,3.8,74.2,122.6
527,Cobourg,CA,Ontario,35, ,4.5,00000,Female,10445,1195,5720,3530,685,9920,1225,5830,2870,540,9750,1345,5715,2690,525,9125,1510,5455,2155,315,100,11.4,54.8,33.8,6.6,100,12.3,58.8,28.9,5.4,100,13.8,58.6,27.6,5.4,100,16.5,59.8,23.6,3.5,5.3,-2.4,-1.9,23,26.9,7.1,-11.2,0.1,31.2,30.5,14.5,-20.9,4.9,63.8,117.5
528,Port Hope,CA,Ontario,35, ,4.7,00000,Both sexes,16755,2180,10350,4225,570,16215,2335,10605,3270,525,16390,2745,10715,2930,500,15605,3080,10035,2490,305,100,13,61.8,25.2,3.4,100,14.4,65.4,20.2,3.2,100,16.7,65.4,17.9,3.1,100,19.7,64.3,16,2,3.3,-6.6,-2.4,29.2,8.6,2.2,-20.6,-3.4,44.2,14,7.4,-29.2,3.1,69.7,86.9
528,Port Hope,CA,Ontario,35, ,4.7,00000,Male,8095,1095,5075,1925,185,7815,1205,5165,1455,165,7905,1415,5270,1220,135,7665,1600,5010,1060,95,100,13.5,62.7,23.8,2.3,100,15.4,66.1,18.6,2.1,100,17.9,66.7,15.4,1.7,100,20.9,65.4,13.8,1.2,3.6,-9.1,-1.7,32.3,12.1,2.4,-22.6,-3.7,57.8,37,5.6,-31.6,1.3,81.6,94.7
528,Port Hope,CA,Ontario,35, ,4.7,00000,Female,8655,1090,5275,2295,390,8400,1135,5445,1815,360,8485,1330,5445,1710,360,7940,1480,5025,1435,205,100,12.6,60.9,26.5,4.5,100,13.5,64.8,21.6,4.3,100,15.7,64.2,20.2,4.2,100,18.6,63.3,18.1,2.6,3,-4,-3.1,26.4,8.3,2,-18,-3.1,34.2,8.3,9,-26.4,5,59.9,90.2
529,Peterborough,CMA,Ontario,35, ,4.5,00000,Both sexes,121720,17850,76830,27040,4150,118975,17285,78515,23175,3630,116570,18345,77050,21180,2975,110875,20150,71145,19580,2300,100,14.7,63.1,22.2,3.4,100,14.5,66,19.5,3.1,100,15.7,66.1,18.2,2.6,100,18.2,64.2,17.7,2.1,2.3,3.3,-2.1,16.7,14.3,4.4,-2.7,-0.3,27.7,39.5,9.8,-11.4,8,38.1,80.4
529,Peterborough,CMA,Ontario,35, ,4.5,00000,Male,58425,9075,37310,12035,1440,56985,8820,38055,10100,1150,55765,9330,37425,9015,895,53070,10240,34635,8195,685,100,15.5,63.9,20.6,2.5,100,15.5,66.8,17.7,2,100,16.7,67.1,16.2,1.6,100,19.3,65.3,15.4,1.3,2.5,2.9,-2,19.2,25.2,4.8,-2.7,-0.3,33.5,60.9,10.1,-11.4,7.7,46.9,110.2
529,Peterborough,CMA,Ontario,35, ,4.5,00000,Female,63295,8775,39520,15000,2710,61995,8465,40455,13070,2480,60805,9010,39630,12165,2075,57805,9910,36515,11385,1615,100,13.9,62.4,23.7,4.3,100,13.7,65.3,21.1,4,100,14.8,65.2,20,3.4,100,17.1,63.2,19.7,2.8,2.1,3.7,-2.3,14.8,9.3,4.1,-2.6,-0.3,23.3,30.6,9.5,-11.5,8.2,31.8,67.8
530,Kawartha Lakes,CA,Ontario,35, ,4.7,00000,Both sexes,75420,9900,46460,19060,2410,73215,10175,47025,16005,2040,74560,11880,48140,14535,1660,69180,12845,43175,13160,1325,100,13.1,61.6,25.3,3.2,100,13.9,64.2,21.9,2.8,100,15.9,64.6,19.5,2.2,100,18.6,62.4,19,1.9,3,-2.7,-1.2,19.1,18.1,1.2,-16.7,-3.5,31.1,45.2,9,-22.9,7.6,44.8,81.9
530,Kawartha Lakes,CA,Ontario,35, ,4.7,00000,Male,37285,5065,23160,9060,895,36060,5160,23385,7510,680,36705,6065,23990,6650,515,34090,6645,21455,5985,450,100,13.6,62.1,24.3,2.4,100,14.3,64.9,20.8,1.9,100,16.5,65.4,18.1,1.4,100,19.5,62.9,17.6,1.3,3.4,-1.8,-1,20.6,31.6,1.6,-16.5,-3.5,36.2,73.8,9.4,-23.8,7.9,51.4,98.9
530,Kawartha Lakes,CA,Ontario,35, ,4.7,00000,Female,38140,4835,23300,10005,1515,37155,5015,23640,8500,1365,37855,5815,24150,7890,1150,35085,6195,21720,7170,875,100,12.7,61.1,26.2,4,100,13.5,63.6,22.9,3.7,100,15.4,63.8,20.8,3,100,17.7,61.9,20.4,2.5,2.7,-3.6,-1.4,17.7,11,0.8,-16.9,-3.5,26.8,31.7,8.7,-22,7.3,39.5,73.1
531,Centre Wellington,CA,Ontario,35, ,4.2,00000,Both sexes,28190,4905,17555,5735,810,26690,4855,17310,4525,585,26050,5125,17045,3880,425,24260,5275,15740,3245,350,100,17.4,62.3,20.3,2.9,100,18.2,64.9,17,2.2,100,19.7,65.4,14.9,1.6,100,21.7,64.9,13.4,1.4,5.6,1,1.4,26.7,38.5,8.2,-4.3,3,47.8,90.6,16.2,-7,11.5,76.7,131.4
531,Centre Wellington,CA,Ontario,35, ,4.2,00000,Male,13975,2560,8740,2665,325,13135,2500,8605,2025,180,12860,2645,8475,1740,125,12010,2695,7895,1420,110,100,18.3,62.5,19.1,2.3,100,19,65.5,15.4,1.4,100,20.6,65.9,13.5,1,100,22.4,65.7,11.8,0.9,6.4,2.4,1.6,31.6,80.6,8.7,-3.2,3.1,53.2,160,16.4,-5,10.7,87.7,195.5
531,Centre Wellington,CA,Ontario,35, ,4.2,00000,Female,14220,2340,8810,3065,490,13560,2355,8700,2505,405,13190,2480,8575,2140,305,12250,2580,7840,1825,240,100,16.5,62,21.6,3.4,100,17.4,64.2,18.5,3,100,18.8,65,16.2,2.3,100,21.1,64,14.9,2,4.9,-0.6,1.3,22.4,21,7.8,-5.6,2.7,43.2,60.7,16.1,-9.3,12.4,67.9,104.2
532,Oshawa,CMA,Ontario,35, ,3.2,00000,Both sexes,379850,69255,255095,55495,7165,356175,66405,245150,44625,5665,330590,67665,225840,37090,3935,296300,66750,198610,30945,2840,100,18.2,67.2,14.6,1.9,100,18.6,68.8,12.5,1.6,100,20.5,68.3,11.2,1.2,100,22.5,67,10.4,1,6.6,4.3,4.1,24.4,26.5,14.9,2.3,13,49.6,82.1,28.2,3.8,28.4,79.3,152.3
532,Oshawa,CMA,Ontario,35, ,3.2,00000,Male,185435,35500,125260,24675,2415,173815,33755,120515,19545,1805,161955,34600,111350,16005,1225,145505,33870,98465,13170,825,100,19.1,67.5,13.3,1.3,100,19.4,69.3,11.2,1,100,21.4,68.8,9.9,0.8,100,23.3,67.7,9.1,0.6,6.7,5.2,3.9,26.2,33.8,14.5,2.6,12.5,54.2,97.1,27.4,4.8,27.2,87.4,192.7
532,Oshawa,CMA,Ontario,35, ,3.2,00000,Female,194410,33760,129835,30815,4750,182360,32655,124635,25075,3860,168635,33070,114485,21085,2710,150795,32875,100145,17770,2015,100,17.4,66.8,15.9,2.4,100,17.9,68.3,13.8,2.1,100,19.6,67.9,12.5,1.6,100,21.8,66.4,11.8,1.3,6.6,3.4,4.2,22.9,23.1,15.3,2.1,13.4,46.1,75.3,28.9,2.7,29.6,73.4,135.7
533,Ingersoll,CA,Ontario,35, ,2.9,00000,Both sexes,12760,2335,8410,2020,270,12145,2290,8125,1735,270,11760,2335,7815,1610,245,10980,2410,7060,1505,205,100,18.3,65.9,15.8,2.1,100,18.9,66.9,14.3,2.2,100,19.9,66.5,13.7,2.1,100,21.9,64.3,13.7,1.9,5.1,2,3.5,16.4,0,8.5,0,7.6,25.5,10.2,16.2,-3.1,19.1,34.2,31.7
