"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"2487","Abitibi-Ouest","Municipalité régionale de comté","Quebec","24","3.5","00000","75 and over","1595","5","1470","115","5","100","0.3","92.2","7.2","0.3"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","Total","24400","55","19030","5305","5","100","0.2","78","21.7","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","0 to 14","4280","10","4025","245","0","100","0.2","94","5.7","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","0 to 4","1425","10","1380","40","0","100","0.7","96.8","2.8","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","5 to 9","1505","0","1435","65","0","100","0","95.3","4.3","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","10 to 14","1350","5","1210","140","0","100","0.4","89.6","10.4","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","15 to 24","2755","5","1720","1030","0","100","0.2","62.4","37.4","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","15 to 19","1390","0","955","430","0","100","0","68.7","30.9","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","20 to 24","1360","0","760","595","0","100","0","55.9","43.8","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","25 to 44","5785","15","3605","2165","0","100","0.3","62.3","37.4","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","45 to 64","7430","10","6075","1340","5","100","0.1","81.8","18","0.1"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","65 and over","4160","15","3610","525","5","100","0.4","86.8","12.6","0.1"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","65 to 74","2635","10","2215","405","0","100","0.4","84.1","15.4","0"
"2488","Abitibi","Municipalité régionale de comté","Quebec","24","4.6","00000","75 and over","1525","5","1395","120","5","100","0.3","91.5","7.9","0.3"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","Total","42775","325","29285","13115","45","100","0.8","68.5","30.7","0.1"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","0 to 14","7560","100","6835","610","10","100","1.3","90.4","8.1","0.1"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","0 to 4","2500","30","2340","120","10","100","1.2","93.6","4.8","0.4"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","5 to 9","2690","40","2485","165","5","100","1.5","92.4","6.1","0.2"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","10 to 14","2370","30","2015","325","0","100","1.3","85","13.7","0"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","15 to 24","4955","50","2735","2165","0","100","1","55.2","43.7","0"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","15 to 19","2365","35","1450","875","0","100","1.5","61.3","37","0"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","20 to 24","2585","15","1280","1290","0","100","0.6","49.5","49.9","0"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","25 to 44","10370","65","5585","4715","5","100","0.6","53.9","45.5","0"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","45 to 64","13130","55","9190","3875","15","100","0.4","70","29.5","0.1"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","65 and over","6765","55","4935","1750","20","100","0.8","72.9","25.9","0.3"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","65 to 74","4280","35","3025","1215","5","100","0.8","70.7","28.4","0.1"
"2489","La Vallée-de-l'Or","Municipalité régionale de comté","Quebec","24","4.7","00000","75 and over","2480","25","1915","530","10","100","1","77.2","21.4","0.4"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","Total","14890","35","12100","2475","280","100","0.2","81.3","16.6","1.9"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","0 to 14","2695","10","2265","200","230","100","0.4","84","7.4","8.5"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","0 to 4","840","5","620","25","185","100","0.6","73.8","3","22"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","5 to 9","995","0","875","90","35","100","0","87.9","9","3.5"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","10 to 14","870","0","770","90","5","100","0","88.5","10.3","0.6"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","15 to 24","1635","0","1260","365","5","100","0","77.1","22.3","0.3"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","15 to 19","835","0","665","175","5","100","0","79.6","21","0.6"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","20 to 24","795","5","600","195","0","100","0.6","75.5","24.5","0"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","25 to 44","3250","5","2485","750","10","100","0.2","76.5","23.1","0.3"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","45 to 64","4495","10","3740","735","5","100","0.2","83.2","16.4","0.1"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","65 and over","2815","10","2350","425","30","100","0.4","83.5","15.1","1.1"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","65 to 74","1660","0","1375","275","10","100","0","82.8","16.6","0.6"
"2490","La Tuque","Territoire équivalent","Quebec","24","7.6","00000","75 and over","1150","5","975","150","20","100","0.4","84.8","13","1.7"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","Total","30720","10","26440","4255","10","100","0","86.1","13.9","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","0 to 14","4850","0","4695","155","0","100","0","96.8","3.2","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","0 to 4","1590","0","1575","20","0","100","0","99.1","1.3","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","5 to 9","1730","0","1705","20","0","100","0","98.6","1.2","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","10 to 14","1535","5","1415","120","0","100","0.3","92.2","7.8","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","15 to 24","3240","0","2190","1045","0","100","0","67.6","32.3","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","15 to 19","1660","0","1180","480","0","100","0","71.1","28.9","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","20 to 24","1575","0","1010","560","0","100","0","64.1","35.6","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","25 to 44","6420","0","4890","1530","5","100","0","76.2","23.8","0.1"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","45 to 64","9805","0","8755","1045","0","100","0","89.3","10.7","0"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","65 and over","6405","5","5905","485","5","100","0.1","92.2","7.6","0.1"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","65 to 74","3940","0","3565","375","5","100","0","90.5","9.5","0.1"
"2491","Le Domaine-du-Roy","Municipalité régionale de comté","Quebec","24","3.9","00000","75 and over","2460","5","2345","110","0","100","0.2","95.3","4.5","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","Total","24300","10","21010","3265","20","100","0","86.5","13.4","0.1"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","0 to 14","3925","0","3725","195","0","100","0","94.9","5","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","0 to 4","1220","0","1210","5","0","100","0","99.2","0.4","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","5 to 9","1430","0","1415","15","0","100","0","99","1","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","10 to 14","1280","0","1105","170","0","100","0","86.3","13.3","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","15 to 24","2285","0","1525","755","5","100","0","66.7","33","0.2"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","15 to 19","1190","0","820","370","0","100","0","68.9","31.1","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","20 to 24","1090","0","705","385","0","100","0","64.7","35.3","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","25 to 44","5125","5","3860","1250","10","100","0.1","75.3","24.4","0.2"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","45 to 64","7850","5","7090","750","0","100","0.1","90.3","9.6","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","65 and over","5120","5","4805","310","0","100","0.1","93.8","6.1","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","65 to 74","3170","0","2920","245","0","100","0","92.1","7.7","0"
"2492","Maria-Chapdelaine","Municipalité régionale de comté","Quebec","24","4.3","00000","75 and over","1950","5","1885","60","0","100","0.3","96.7","3.1","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","Total","52080","20","43775","8265","25","100","0","84.1","15.9","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","0 to 14","8535","5","8115","405","10","100","0.1","95.1","4.7","0.1"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","0 to 4","2745","0","2715","30","5","100","0","98.9","1.1","0.2"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","5 to 9","3050","5","3000","50","5","100","0.2","98.4","1.6","0.2"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","10 to 14","2740","0","2400","330","5","100","0","87.6","12","0.2"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","15 to 24","5345","0","3315","2025","0","100","0","62","37.9","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","15 to 19","2625","0","1670","960","0","100","0","63.6","36.6","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","20 to 24","2720","0","1650","1065","0","100","0","60.7","39.2","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","25 to 44","11585","5","8460","3115","5","100","0","73","26.9","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","45 to 64","16330","10","14505","1810","5","100","0.1","88.8","11.1","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","65 and over","10285","0","9370","915","0","100","0","91.1","8.9","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","65 to 74","6045","0","5400","645","0","100","0","89.3","10.7","0"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24","3.8","00000","75 and over","4240","0","3970","265","0","100","0","93.6","6.3","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","Total","165800","275","129560","35920","50","100","0.2","78.1","21.7","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","0 to 14","25220","75","23510","1615","20","100","0.3","93.2","6.4","0.1"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","0 to 4","8470","45","8175","230","20","100","0.5","96.5","2.7","0.2"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","5 to 9","8805","20","8390","385","5","100","0.2","95.3","4.4","0.1"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","10 to 14","7950","5","6940","1000","0","100","0.1","87.3","12.6","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","15 to 24","17540","25","10450","7060","5","100","0.1","59.6","40.3","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","15 to 19","8125","0","5270","2850","5","100","0","64.9","35.1","0.1"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","20 to 24","9415","20","5175","4215","0","100","0.2","55","44.8","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","25 to 44","39040","120","24765","14145","5","100","0.3","63.4","36.2","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","45 to 64","50810","35","41870","8900","5","100","0.1","82.4","17.5","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","65 and over","33190","15","28970","4195","10","100","0","87.3","12.6","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","65 to 74","20180","10","17335","2825","5","100","0","85.9","14","0"
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24","3.8","00000","75 and over","13010","5","11635","1365","5","100","0","89.4","10.5","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","Total","10775","0","9470","1295","0","100","0","87.9","12","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","0 to 14","1405","0","1350","55","0","100","0","96.1","3.9","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","0 to 4","450","0","445","10","0","100","0","98.9","2.2","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","5 to 9","490","0","480","10","0","100","0","98","2","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","10 to 14","465","0","430","40","0","100","0","92.5","8.6","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","15 to 24","960","0","715","250","0","100","0","74.5","26","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","15 to 19","460","0","350","110","0","100","0","76.1","23.9","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","20 to 24","505","0","360","140","0","100","0","71.3","27.7","0"
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24","5.8","00000","25 to 44","2045","0","1575","475","0","100","0","77","23.2","0"
