"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","25 to 44","40180","24175","75","15885","45","100","60.2","0.2","39.5","0.1"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","45 to 64","48380","30185","130","18015","50","100","62.4","0.3","37.2","0.1"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","65 and over","28815","17805","405","10395","210","100","61.8","1.4","36.1","0.7"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","65 to 74","16565","10240","165","6115","45","100","61.8","1","36.9","0.3"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","75 and over","12245","7560","235","4290","160","100","61.7","1.9","35","1.3"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","Total","10660","8105","115","2430","15","100","76","1.1","22.8","0.1"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","0 to 14","1110","825","10","275","0","100","74.3","0.9","24.8","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","0 to 4","355","310","10","40","0","100","87.3","2.8","11.3","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","5 to 9","370","270","5","95","0","100","73","1.4","25.7","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","10 to 14","380","245","0","130","0","100","64.5","0","34.2","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","15 to 24","750","570","0","185","0","100","76","0","24.7","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","15 to 19","370","265","0","105","0","100","71.6","0","28.4","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","20 to 24","385","305","0","75","0","100","79.2","0","19.5","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","25 to 44","1570","1160","0","410","0","100","73.9","0","26.1","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","45 to 64","3225","2440","10","770","0","100","75.7","0.3","23.9","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","65 and over","4005","3110","90","795","10","100","77.7","2.2","19.9","0.2"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","65 to 74","2265","1725","35","505","5","100","76.2","1.5","22.3","0.2"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","75 and over","1745","1390","55","290","5","100","79.7","3.2","16.6","0.3"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","Total","41480","19550","805","21065","55","100","47.1","1.9","50.8","0.1"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","0 to 14","7125","3215","285","3620","10","100","45.1","4","50.8","0.1"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","0 to 4","2280","1315","175","775","10","100","57.7","7.7","34","0.4"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","5 to 9","2480","960","85","1435","5","100","38.7","3.4","57.9","0.2"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","10 to 14","2370","940","25","1405","0","100","39.7","1.1","59.3","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","15 to 24","5095","2335","10","2755","0","100","45.8","0.2","54.1","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","15 to 19","2575","1160","5","1410","0","100","45","0.2","54.8","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","20 to 24","2520","1170","5","1345","0","100","46.4","0.2","53.4","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","25 to 44","10570","4980","25","5560","5","100","47.1","0.2","52.6","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","45 to 64","12525","6045","160","6300","20","100","48.3","1.3","50.3","0.2"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","65 and over","6160","2975","335","2830","20","100","48.3","5.4","45.9","0.3"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","65 to 74","3695","1760","150","1780","10","100","47.6","4.1","48.2","0.3"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","75 and over","2465","1215","185","1050","15","100","49.3","7.5","42.6","0.6"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","Total","77070","69625","45","7115","285","100","90.3","0.1","9.2","0.4"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","0 to 14","11295","9755","5","1510","20","100","86.4","0","13.4","0.2"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","0 to 4","3755","3580","5","155","15","100","95.3","0.1","4.1","0.4"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","5 to 9","3790","3160","0","630","0","100","83.4","0","16.6","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","10 to 14","3745","3015","0","725","0","100","80.5","0","19.4","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","15 to 24","8870","7710","5","1150","5","100","86.9","0.1","13","0.1"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","15 to 19","4105","3445","0","655","0","100","83.9","0","16","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","20 to 24","4760","4265","0","490","5","100","89.6","0","10.3","0.1"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","25 to 44","17240","15500","0","1725","10","100","89.9","0","10","0.1"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","45 to 64","23350","21730","10","1600","15","100","93.1","0","6.9","0.1"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","65 and over","16325","14930","25","1135","235","100","91.5","0.2","7","1.4"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","65 to 74","8985","8305","10","630","40","100","92.4","0.1","7","0.4"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","75 and over","7340","6625","20","500","195","100","90.3","0.3","6.8","2.7"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","Total","119885","110210","100","9125","455","100","91.9","0.1","7.6","0.4"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","0 to 14","17745","15540","15","2135","55","100","87.6","0.1","12","0.3"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","0 to 4","5725","5545","10","120","45","100","96.9","0.2","2.1","0.8"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","5 to 9","6000","5050","5","940","5","100","84.2","0.1","15.7","0.1"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","10 to 14","6020","4940","5","1075","0","100","82.1","0.1","17.9","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","15 to 24","14860","13045","5","1795","10","100","87.8","0","12.1","0.1"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","15 to 19","6660","5630","0","1020","10","100","84.5","0","15.3","0.2"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","20 to 24","8195","7415","0","775","5","100","90.5","0","9.5","0.1"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","25 to 44","28225","25865","15","2325","25","100","91.6","0.1","8.2","0.1"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","45 to 64","36130","34155","30","1880","60","100","94.5","0.1","5.2","0.2"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","65 and over","22925","21600","40","980","305","100","94.2","0.2","4.3","1.3"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","65 to 74","12960","12275","15","605","65","100","94.7","0.1","4.7","0.5"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","75 and over","9960","9320","25","375","240","100","93.6","0.3","3.8","2.4"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","Total","14825","13770","0","1045","15","100","92.9","0","7","0.1"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","0 to 14","2415","2120","0","295","0","100","87.8","0","12.2","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","0 to 4","750","740","0","10","5","100","98.7","0","1.3","0.7"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","5 to 9","875","745","0","125","0","100","85.1","0","14.3","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","10 to 14","795","640","0","160","0","100","80.5","0","20.1","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","15 to 24","1715","1520","0","190","5","100","88.6","0","11.1","0.3"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","15 to 19","805","695","0","115","0","100","86.3","0","14.3","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","20 to 24","905","825","0","75","5","100","91.2","0","8.3","0.6"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","25 to 44","3365","3110","0","255","5","100","92.4","0","7.6","0.1"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","45 to 64","4590","4435","0","155","0","100","96.6","0","3.4","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","65 and over","2735","2580","0","150","5","100","94.3","0","5.5","0.2"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","65 to 74","1600","1515","0","80","0","100","94.7","0","5","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","75 and over","1135","1065","0","70","0","100","93.8","0","6.2","0"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","Total","768685","676420","1085","79820","11365","100","88","0.1","10.4","1.5"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","0 to 14","132545","111505","600","17275","3165","100","84.1","0.5","13","2.4"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","0 to 4","43310","39115","400","1305","2490","100","90.3","0.9","3","5.7"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","5 to 9","44995","37520","150","6840","485","100","83.4","0.3","15.2","1.1"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","10 to 14","44240","34870","55","9125","190","100","78.8","0.1","20.6","0.4"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","15 to 24","102745","87690","80","14675","300","100","85.3","0.1","14.3","0.3"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","15 to 19","47990","39765","40","8045","140","100","82.9","0.1","16.8","0.3"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","20 to 24","54760","47930","50","6630","160","100","87.5","0.1","12.1","0.3"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","25 to 44","212750","187505","190","23365","1695","100","88.1","0.1","11","0.8"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","45 to 64","207035","188745","120","15220","2950","100","91.2","0.1","7.4","1.4"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","65 and over","113610","100975","90","9285","3260","100","88.9","0.1","8.2","2.9"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","65 to 74","65900","59015","30","5445","1410","100","89.6","0","8.3","2.1"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","75 and over","47710","41960","65","3840","1845","100","87.9","0.1","8","3.9"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","Total","30040","28150","5","840","1035","100","93.7","0","2.8","3.4"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","0 to 14","7705","6920","5","240","540","100","89.8","0.1","3.1","7"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","0 to 4","2660","2205","0","5","440","100","82.9","0","0.2","16.5"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","5 to 9","2585","2415","5","90","80","100","93.4","0.2","3.5","3.1"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","10 to 14","2465","2305","0","145","15","100","93.5","0","5.9","0.6"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","15 to 24","4670","4430","5","215","25","100","94.9","0.1","4.6","0.5"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","15 to 19","2420","2275","0","130","15","100","94","0","5.4","0.6"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","20 to 24","2255","2160","0","85","10","100","95.8","0","3.8","0.4"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","25 to 44","7640","7295","0","210","135","100","95.5","0","2.7","1.8"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","45 to 64","6470","6100","5","130","235","100","94.3","0.1","2","3.6"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","65 and over","3550","3405","0","50","95","100","95.9","0","1.4","2.7"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","65 to 74","1880","1795","0","40","50","100","95.5","0","2.1","2.7"
"603","Winkler","CA","Manitoba","46"," ","3.5","00000","75 and over","1670","1610","0","15","50","100","96.4","0","0.9","3"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","Total","15595","14700","10","685","200","100","94.3","0.1","4.4","1.3"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","0 to 14","3465","3235","5","110","120","100","93.4","0.1","3.2","3.5"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","0 to 4","1345","1230","0","10","100","100","91.4","0","0.7","7.4"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","5 to 9","1165","1110","0","40","10","100","95.3","0","3.4","0.9"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","10 to 14","960","900","0","55","0","100","93.8","0","5.7","0"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","15 to 24","2205","2065","0","135","5","100","93.7","0","6.1","0.2"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","15 to 19","975","915","0","60","0","100","93.8","0","6.2","0"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","20 to 24","1230","1145","5","75","5","100","93.1","0.4","6.1","0.4"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","25 to 44","4275","4030","5","215","25","100","94.3","0.1","5","0.6"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","45 to 64","3275","3100","0","145","30","100","94.7","0","4.4","0.9"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","65 and over","2375","2270","5","75","20","100","95.6","0.2","3.2","0.8"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","65 to 74","1190","1130","0","50","10","100","95","0","4.2","0.8"
"605","Steinbach","CA","Manitoba","46"," ","2.9","00000","75 and over","1185","1140","5","30","15","100","96.2","0.4","2.5","1.3"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","Total","12805","11990","5","770","35","100","93.6","0","6","0.3"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","0 to 14","2600","2375","5","200","15","100","91.3","0.2","7.7","0.6"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","0 to 4","930","905","0","10","15","100","97.3","0","1.1","1.6"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","5 to 9","860","775","5","80","5","100","90.1","0.6","9.3","0.6"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","10 to 14","810","700","0","110","0","100","86.4","0","13.6","0"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","15 to 24","1565","1460","0","105","0","100","93.3","0","6.7","0"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","15 to 19","770","705","0","70","0","100","91.6","0","9.1","0"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","20 to 24","795","755","0","40","0","100","95","0","5","0"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","25 to 44","3060","2835","0","220","5","100","92.6","0","7.2","0.2"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","45 to 64","3335","3185","0","145","5","100","95.5","0","4.3","0.1"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","65 and over","2245","2135","0","100","5","100","95.1","0","4.5","0.2"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","65 to 74","1230","1175","0","45","5","100","95.5","0","3.7","0.4"
"607","Portage la Prairie","CA","Manitoba","46"," ","4.9","00000","75 and over","1015","955","0","55","5","100","94.1","0","5.4","0.5"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","Total","57065","52605","40","3220","1195","100","92.2","0.1","5.6","2.1"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","0 to 14","11255","10070","25","790","375","100","89.5","0.2","7","3.3"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","0 to 4","3950","3570","10","65","300","100","90.4","0.3","1.6","7.6"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","5 to 9","3805","3425","10","315","55","100","90","0.3","8.3","1.4"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","10 to 14","3505","3070","0","410","25","100","87.6","0","11.7","0.7"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","15 to 24","7610","7020","10","550","35","100","92.2","0.1","7.2","0.5"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","15 to 19","3420","3105","5","295","20","100","90.8","0.1","8.6","0.6"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","20 to 24","4185","3915","5","255","20","100","93.5","0.1","6.1","0.5"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","25 to 44","16820","15190","5","1125","500","100","90.3","0","6.7","3"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","45 to 64","13410","12670","0","510","230","100","94.5","0","3.8","1.7"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","65 and over","7970","7665","0","250","50","100","96.2","0","3.1","0.6"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","65 to 74","4435","4250","0","150","30","100","95.8","0","3.4","0.7"
"610","Brandon","CA","Manitoba","46"," ","3.6","00000","75 and over","3530","3415","0","95","15","100","96.7","0","2.7","0.4"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","Total","13530","12570","10","855","90","100","92.9","0.1","6.3","0.7"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","0 to 14","3455","3115","5","285","50","100","90.2","0.1","8.2","1.4"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","0 to 4","1190","1140","5","5","45","100","95.8","0.4","0.4","3.8"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","5 to 9","1240","1095","0","140","5","100","88.3","0","11.3","0.4"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","10 to 14","1020","885","0","140","0","100","86.8","0","13.7","0"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","15 to 24","1925","1755","0","165","5","100","91.2","0","8.6","0.3"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","15 to 19","955","850","5","105","0","100","89","0.5","11","0"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","20 to 24","970","905","0","65","0","100","93.3","0","6.7","0"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","25 to 44","4215","3970","5","235","10","100","94.2","0.1","5.6","0.2"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","45 to 64","3170","3015","5","140","10","100","95.1","0.2","4.4","0.3"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","65 and over","760","710","0","35","20","100","93.4","0","4.6","2.6"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","65 to 74","575","535","0","30","10","100","93","0","5.2","1.7"
"640","Thompson","CA","Manitoba","46"," ","5.0","00100","75 and over","185","175","0","5","10","100","94.6","0","2.7","5.4"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","Total","233770","217140","205","13750","2675","100","92.9","0.1","5.9","1.1"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","0 to 14","43995","39090","105","3845","955","100","88.9","0.2","8.7","2.2"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","0 to 4","15430","14430","55","250","690","100","93.5","0.4","1.6","4.5"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","5 to 9","15190","13265","30","1735","165","100","87.3","0.2","11.4","1.1"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","10 to 14","13380","11395","15","1860","105","100","85.2","0.1","13.9","0.8"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","15 to 24","29680","26900","20","2640","125","100","90.6","0.1","8.9","0.4"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","15 to 19","13495","11970","10","1460","65","100","88.7","0.1","10.8","0.5"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","20 to 24","16185","14930","10","1180","60","100","92.2","0.1","7.3","0.4"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","25 to 44","69865","65100","45","4210","505","100","93.2","0.1","6","0.7"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","45 to 64","59725","56940","35","2095","655","100","95.3","0.1","3.5","1.1"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","65 and over","30505","29110","0","960","435","100","95.4","0","3.1","1.4"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","65 to 74","17205","16360","0","605","240","100","95.1","0","3.5","1.4"
"705","Regina","CMA","Saskatchewan","47"," ","3.9","00000","75 and over","13300","12755","5","350","190","100","95.9","0","2.6","1.4"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","Total","18610","18075","5","490","50","100","97.1","0","2.6","0.3"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","0 to 14","3425","3265","5","140","15","100","95.3","0.1","4.1","0.4"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","0 to 4","1105","1090","0","5","10","100","98.6","0","0.5","0.9"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","5 to 9","1210","1145","0","60","0","100","94.6","0","5","0"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","10 to 14","1110","1035","5","75","0","100","93.2","0.5","6.8","0"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","15 to 24","2125","2025","0","100","0","100","95.3","0","4.7","0"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","15 to 19","1105","1040","0","65","5","100","94.1","0","5.9","0.5"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","20 to 24","1015","980","5","40","0","100","96.6","0.5","3.9","0"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","25 to 44","4650","4510","0","125","15","100","97","0","2.7","0.3"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","45 to 64","4900","4805","0","80","15","100","98.1","0","1.6","0.3"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","65 and over","3515","3465","0","45","5","100","98.6","0","1.3","0.1"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","65 to 74","1705","1680","0","25","0","100","98.5","0","1.5","0"
"710","Yorkton","CA","Saskatchewan","47"," ","4.9","00000","75 and over","1810","1790","0","20","5","100","98.9","0","1.1","0.3"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","Total","34440","32210","15","2050","165","100","93.5","0","6","0.5"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","0 to 14","6265","5645","10","550","60","100","90.1","0.2","8.8","1"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","0 to 4","2125","2035","5","55","35","100","95.8","0.2","2.6","1.6"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","5 to 9","2195","1925","5","260","10","100","87.7","0.2","11.8","0.5"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","10 to 14","1940","1685","0","235","10","100","86.9","0","12.1","0.5"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","15 to 24","3960","3675","0","275","5","100","92.8","0","6.9","0.1"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","15 to 19","1990","1840","0","150","0","100","92.5","0","7.5","0"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","20 to 24","1970","1835","0","130","5","100","93.1","0","6.6","0.3"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","25 to 44","8765","8090","0","645","30","100","92.3","0","7.4","0.3"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","45 to 64","9200","8830","5","335","35","100","96","0.1","3.6","0.4"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","65 and over","6255","5970","0","245","35","100","95.4","0","3.9","0.6"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","65 to 74","3140","3000","0","135","5","100","95.5","0","4.3","0.2"
"715","Moose Jaw","CA","Saskatchewan","47"," ","4.7","00000","75 and over","3115","2970","0","110","30","100","95.3","0","3.5","1"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","Total","18180","17355","5","785","40","100","95.5","0","4.3","0.2"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","0 to 14","3140","2920","5","215","5","100","93","0.2","6.8","0.2"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","0 to 4","1055","1045","0","5","5","100","99.1","0","0.5","0.5"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","5 to 9","995","905","0","90","0","100","91","0","9","0"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","10 to 14","1090","970","0","115","5","100","89","0","10.6","0.5"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","15 to 24","2215","2075","0","135","0","100","93.7","0","6.1","0"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","15 to 19","1060","980","0","80","0","100","92.5","0","7.5","0"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","20 to 24","1145","1095","0","50","0","100","95.6","0","4.4","0"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","25 to 44","4575","4380","0","190","5","100","95.7","0","4.2","0.1"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","45 to 64","4990","4840","0","135","15","100","97","0","2.7","0.3"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","65 and over","3260","3145","0","105","10","100","96.5","0","3.2","0.3"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","65 to 74","1620","1565","0","50","10","100","96.6","0","3.1","0.6"
"720","Swift Current","CA","Saskatchewan","47"," ","5.2","00000","75 and over","1645","1580","0","55","5","100","96","0","3.3","0.3"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","Total","291330","269535","160","18060","3575","100","92.5","0.1","6.2","1.2"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","0 to 14","55580","49885","75","4445","1175","100","89.8","0.1","8","2.1"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","0 to 4","19635","18420","40","290","890","100","93.8","0.2","1.5","4.5"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","5 to 9","18845","16615","25","2005","200","100","88.2","0.1","10.6","1.1"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","10 to 14","17100","14850","15","2150","85","100","86.8","0.1","12.6","0.5"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","15 to 24","39680","36145","15","3390","125","100","91.1","0","8.5","0.3"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","15 to 19","17495","15660","5","1770","55","100","89.5","0","10.1","0.3"
"725","Saskatoon","CMA","Saskatchewan","47"," ","4.5","00000","20 to 24","22180","20490","10","1620","65","100","92.4","0","7.3","0.3"
