"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Mother tongue - Total (2016 counts)","Mother tongue - English (2016 counts)","Mother tongue - French (2016 counts)","Mother tongue - Non-official language (2016 counts)","Mother tongue - English and French (2016 counts)","Mother tongue - English and non-official language (2016 counts)","Mother tongue - French and non-official language (2016 counts)","Mother tongue - English, French and non-official language (2016 counts)","Mother tongue - Total (% distribution (2016))","Mother tongue - English (% distribution (2016))","Mother tongue - French (% distribution (2016))","Mother tongue - Non-official language (% distribution (2016))","Mother tongue - English and French (% distribution (2016))","Mother tongue - English and non-official language (% distribution (2016))","Mother tongue - French and non-official language (% distribution (2016))","Mother tongue - English, French and non-official language (% distribution (2016))"
"210","Kentville","CA","Nova Scotia","12"," ","3.3","00000","65 to 74","3150","3005","60","75","5","5","0","0","100","95.4","1.9","2.4","0.2","0.2","0","0"
"210","Kentville","CA","Nova Scotia","12"," ","3.3","00000","75 and over","2085","1955","30","90","10","0","0","0","100","93.8","1.4","4.3","0.5","0","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","Total","45170","43445","470","1050","80","110","5","5","100","96.2","1","2.3","0.2","0.2","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","0 to 14","6945","6790","25","80","20","25","0","0","100","97.8","0.4","1.2","0.3","0.4","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","0 to 4","2105","2060","5","20","5","15","0","0","100","97.9","0.2","1","0.2","0.7","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","5 to 9","2450","2400","10","20","10","5","0","0","100","98","0.4","0.8","0.4","0.2","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","10 to 14","2390","2325","5","35","10","10","0","0","100","97.3","0.2","1.5","0.4","0.4","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","15 to 24","5125","4930","35","140","10","20","0","0","100","96.2","0.7","2.7","0.2","0.4","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","15 to 19","2635","2540","15","60","5","15","0","0","100","96.4","0.6","2.3","0.2","0.6","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","20 to 24","2490","2390","25","75","5","5","0","0","100","96","1","3","0.2","0.2","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","25 to 44","9850","9380","115","300","20","35","0","0","100","95.2","1.2","3","0.2","0.4","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","45 to 64","13950","13415","165","320","25","25","5","0","100","96.2","1.2","2.3","0.2","0.2","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","65 and over","9300","8940","130","210","10","10","0","0","100","96.1","1.4","2.3","0.1","0.1","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","65 to 74","5510","5320","70","110","0","5","0","0","100","96.6","1.3","2","0","0.1","0","0"
"215","Truro","CA","Nova Scotia","12"," ","3.8","00000","75 and over","3790","3620","55","105","10","10","0","0","100","95.5","1.5","2.8","0.3","0.3","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","Total","33815","32700","280","725","35","70","0","10","100","96.7","0.8","2.1","0.1","0.2","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","0 to 14","5240","5110","10","80","0","30","0","0","100","97.5","0.2","1.5","0","0.6","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","0 to 4","1595","1560","0","15","0","10","0","0","100","97.8","0","0.9","0","0.6","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","5 to 9","1850","1795","0","35","0","15","0","0","100","97","0","1.9","0","0.8","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","10 to 14","1800","1750","5","35","0","5","0","0","100","97.2","0.3","1.9","0","0.3","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","15 to 24","3570","3480","10","75","5","5","0","0","100","97.5","0.3","2.1","0.1","0.1","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","15 to 19","1940","1890","0","50","0","0","0","0","100","97.4","0","2.6","0","0","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","20 to 24","1630","1595","10","20","0","0","0","0","100","97.9","0.6","1.2","0","0","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","25 to 44","7275","6950","60","230","10","25","5","5","100","95.5","0.8","3.2","0.1","0.3","0.1","0.1"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","45 to 64","10660","10325","110","200","10","10","0","0","100","96.9","1","1.9","0.1","0.1","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","65 and over","7065","6835","85","140","5","5","0","5","100","96.7","1.2","2","0.1","0.1","0","0.1"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","65 to 74","4345","4215","55","75","0","0","0","0","100","97","1.3","1.7","0","0","0","0"
"220","New Glasgow","CA","Nova Scotia","12"," ","4.0","00000","75 and over","2720","2615","30","65","5","5","0","0","100","96.1","1.1","2.4","0.2","0.2","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","Total","97250","91860","760","4165","165","290","5","0","100","94.5","0.8","4.3","0.2","0.3","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","0 to 14","13775","12840","35","800","30","70","0","0","100","93.2","0.3","5.8","0.2","0.5","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","0 to 4","4180","3875","10","265","10","25","0","0","100","92.7","0.2","6.3","0.2","0.6","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","5 to 9","4745","4420","10","275","10","30","0","0","100","93.2","0.2","5.8","0.2","0.6","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","10 to 14","4855","4545","20","260","5","20","0","0","100","93.6","0.4","5.4","0.1","0.4","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","15 to 24","11000","10110","30","775","40","40","0","0","100","91.9","0.3","7","0.4","0.4","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","15 to 19","5395","5050","15","295","20","15","0","0","100","93.6","0.3","5.5","0.4","0.3","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","20 to 24","5605","5065","15","480","20","20","0","0","100","90.4","0.3","8.6","0.4","0.4","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","25 to 44","19765","18335","140","1180","35","75","5","0","100","92.8","0.7","6","0.2","0.4","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","45 to 64","31235","30015","260","865","35","50","5","0","100","96.1","0.8","2.8","0.1","0.2","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","65 and over","21470","20560","290","540","30","45","0","0","100","95.8","1.4","2.5","0.1","0.2","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","65 to 74","12795","12310","165","290","15","15","0","0","100","96.2","1.3","2.3","0.1","0.1","0","0"
"225","Cape Breton","CA","Nova Scotia","12"," ","3.9","00000","75 and over","8675","8250","130","245","10","35","0","0","100","95.1","1.5","2.8","0.1","0.4","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","Total","2605","1025","1190","305","35","55","0","0","100","39.3","45.7","11.7","1.3","2.1","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","0 to 14","520","310","170","15","0","20","0","0","100","59.6","32.7","2.9","0","3.8","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","0 to 4","155","90","60","5","0","5","0","0","100","58.1","38.7","3.2","0","3.2","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","5 to 9","190","115","65","5","0","5","0","0","100","60.5","34.2","2.6","0","2.6","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","10 to 14","170","105","50","5","0","10","0","0","100","61.8","29.4","2.9","0","5.9","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","15 to 24","270","150","95","15","5","5","0","0","100","55.6","35.2","5.6","1.9","1.9","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","15 to 19","145","85","45","10","0","0","0","0","100","58.6","31","6.9","0","0","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","20 to 24","120","65","50","5","5","0","0","0","100","54.2","41.7","4.2","4.2","0","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","25 to 44","605","280","270","30","5","15","0","0","100","46.3","44.6","5","0.8","2.5","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","45 to 64","790","215","415","140","10","10","0","0","100","27.2","52.5","17.7","1.3","1.3","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","65 and over","420","70","235","110","5","5","0","0","100","16.7","56","26.2","1.2","1.2","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","65 to 74","265","45","155","65","5","5","0","0","100","17","58.5","24.5","1.9","1.9","0","0"
"24330","Campbellton (Quebec part)","CA","Quebec","24","13","13.9","01000","75 and over","155","25","85","40","0","5","0","0","100","16.1","54.8","25.8","0","3.2","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","Total","1715","195","1465","20","30","0","0","0","100","11.4","85.4","1.2","1.7","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","0 to 14","300","25","265","5","5","0","0","0","100","8.3","88.3","1.7","1.7","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","0 to 4","90","10","80","0","0","0","0","0","100","11.1","88.9","0","0","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","5 to 9","120","10","110","0","5","0","0","0","100","8.3","91.7","0","4.2","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","10 to 14","90","5","75","0","0","0","0","0","100","5.6","83.3","0","0","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","15 to 24","200","25","165","0","0","0","0","0","100","12.5","82.5","0","0","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","15 to 19","95","10","75","0","0","0","0","5","100","10.5","78.9","0","0","0","0","5.3"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","20 to 24","105","15","90","0","0","0","0","0","100","14.3","85.7","0","0","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","25 to 44","395","50","330","5","5","0","0","0","100","12.7","83.5","1.3","1.3","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","45 to 64","480","45","425","5","5","0","0","0","100","9.4","88.5","1","1","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","65 and over","335","50","275","5","10","0","0","0","100","14.9","82.1","1.5","3","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","65 to 74","235","30","200","0","5","0","0","0","100","12.8","85.1","0","2.1","0","0","0"
"24502","Hawkesbury (Quebec part)","CA","Quebec","24","35","2.9","00000","75 and over","105","20","80","5","5","0","0","0","100","19","76.2","4.8","4.8","0","0","0"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","Total","328935","42320","246860","30595","5600","770","2175","605","100","12.9","75","9.3","1.7","0.2","0.7","0.2"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","0 to 14","61190","8010","45935","4360","1715","240","660","275","100","13.1","75.1","7.1","2.8","0.4","1.1","0.4"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","0 to 4","20425","2570","15220","1460","690","90","260","125","100","12.6","74.5","7.1","3.4","0.4","1.3","0.6"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","5 to 9","21690","2830","16445","1440","580","75","235","90","100","13","75.8","6.6","2.7","0.3","1.1","0.4"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","10 to 14","19075","2605","14270","1455","445","75","160","60","100","13.7","74.8","7.6","2.3","0.4","0.8","0.3"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","15 to 24","39625","4980","29940","3365","845","90","295","105","100","12.6","75.6","8.5","2.1","0.2","0.7","0.3"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","15 to 19","18705","2345","14200","1555","385","50","130","55","100","12.5","75.9","8.3","2.1","0.3","0.7","0.3"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","20 to 24","20920","2640","15745","1805","465","45","165","50","100","12.6","75.3","8.6","2.2","0.2","0.8","0.2"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","25 to 44","88705","11925","62775","11355","1525","260","725","145","100","13.4","70.8","12.8","1.7","0.3","0.8","0.2"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","45 to 64","95955","12190","73390","8740","1015","140","415","70","100","12.7","76.5","9.1","1.1","0.1","0.4","0.1"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","65 and over","43460","5220","34815","2780","495","45","85","15","100","12","80.1","6.4","1.1","0.1","0.2","0"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","65 to 74","28090","3500","22455","1735","295","25","65","10","100","12.5","79.9","6.2","1.1","0.1","0.2","0"
"24505","Ottawa - Gatineau (Quebec part)","CMA","Quebec","24","35","3.3","00000","75 and over","15370","1725","12360","1040","205","15","15","5","100","11.2","80.4","6.8","1.3","0.1","0.1","0"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","Total","142330","85495","48735","5235","2260","355","195","50","100","60.1","34.2","3.7","1.6","0.2","0.1","0"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","0 to 14","22705","14205","6775","935","605","105","55","20","100","62.6","29.8","4.1","2.7","0.5","0.2","0.1"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","0 to 4","7190","4380","2215","250","265","40","20","15","100","60.9","30.8","3.5","3.7","0.6","0.3","0.2"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","5 to 9","7960","5025","2365","330","180","35","20","5","100","63.1","29.7","4.1","2.3","0.4","0.3","0.1"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","10 to 14","7555","4805","2190","355","165","25","10","5","100","63.6","29","4.7","2.2","0.3","0.1","0.1"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","15 to 24","16585","10385","5095","695","330","45","25","10","100","62.6","30.7","4.2","2","0.3","0.2","0.1"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","15 to 19","7705","5135","2040","340","150","25","5","5","100","66.6","26.5","4.4","1.9","0.3","0.1","0.1"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","20 to 24","8880","5250","3050","355","185","15","20","5","100","59.1","34.3","4","2.1","0.2","0.2","0.1"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","25 to 44","38610","21790","14120","1860","650","100","80","10","100","56.4","36.6","4.8","1.7","0.3","0.2","0"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","45 to 64","40610","24775","14065","1290","385","70","30","5","100","61","34.6","3.2","0.9","0.2","0.1","0"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","65 and over","23820","14345","8685","455","295","35","5","0","100","60.2","36.5","1.9","1.2","0.1","0","0"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","65 to 74","14480","8810","5230","245","175","15","5","0","100","60.8","36.1","1.7","1.2","0.1","0","0"
"305","Moncton","CMA","New Brunswick","13"," ","3.9","00000","75 and over","9350","5535","3455","210","115","20","5","0","100","59.2","37","2.2","1.2","0.2","0.1","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","Total","124510","113765","5100","4605","660","360","15","15","100","91.4","4.1","3.7","0.5","0.3","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","0 to 14","20280","18835","410","770","150","110","0","5","100","92.9","2","3.8","0.7","0.5","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","0 to 4","6240","5790","110","250","50","45","5","0","100","92.8","1.8","4","0.8","0.7","0.1","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","5 to 9","7060","6565","150","260","45","40","0","5","100","93","2.1","3.7","0.6","0.6","0","0.1"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","10 to 14","6985","6480","145","265","55","25","0","5","100","92.8","2.1","3.8","0.8","0.4","0","0.1"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","15 to 24","14605","13475","325","640","120","45","0","5","100","92.3","2.2","4.4","0.8","0.3","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","15 to 19","7360","6800","165","315","60","25","0","0","100","92.4","2.2","4.3","0.8","0.3","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","20 to 24","7240","6670","160","330","55","25","0","0","100","92.1","2.2","4.6","0.8","0.3","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","25 to 44","29990","27160","1085","1470","170","105","5","5","100","90.6","3.6","4.9","0.6","0.4","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","45 to 64","37885","34680","1845","1165","125","60","5","5","100","91.5","4.9","3.1","0.3","0.2","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","65 and over","21755","19625","1440","555","100","35","5","5","100","90.2","6.6","2.6","0.5","0.2","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","65 to 74","13315","12095","850","290","60","15","0","0","100","90.8","6.4","2.2","0.5","0.1","0","0"
"310","Saint John","CMA","New Brunswick","13"," ","3.6","00000","75 and over","8435","7530","590","265","35","20","0","0","100","89.3","7","3.1","0.4","0.2","0","0"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","Total","100940","86255","7010","6375","830","400","40","35","100","85.5","6.9","6.3","0.8","0.4","0","0"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","0 to 14","16640","14335","910","1015","270","85","10","15","100","86.1","5.5","6.1","1.6","0.5","0.1","0.1"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","0 to 4","5400","4675","290","305","95","25","5","10","100","86.6","5.4","5.6","1.8","0.5","0.1","0.2"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","5 to 9","5690","4910","320","340","90","25","5","0","100","86.3","5.6","6","1.6","0.4","0.1","0"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","10 to 14","5555","4750","300","375","90","30","0","5","100","85.5","5.4","6.8","1.6","0.5","0","0.1"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","15 to 24","13245","11385","645","975","160","70","5","10","100","86","4.9","7.4","1.2","0.5","0","0.1"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","15 to 19","5920","5075","280","455","75","30","0","5","100","85.7","4.7","7.7","1.3","0.5","0","0.1"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","20 to 24","7330","6310","370","520","85","40","0","0","100","86.1","5","7.1","1.2","0.5","0","0"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","25 to 44","26560","22200","2030","1970","225","130","10","5","100","83.6","7.6","7.4","0.8","0.5","0","0"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","45 to 64","28365","24035","2380","1720","125","80","15","5","100","84.7","8.4","6.1","0.4","0.3","0.1","0"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","65 and over","16130","14300","1045","695","45","30","5","0","100","88.7","6.5","4.3","0.3","0.2","0","0"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","65 to 74","9890","8765","690","390","25","15","0","0","100","88.6","7","3.9","0.3","0.2","0","0"
"320","Fredericton","CA","New Brunswick","13"," ","3.5","00000","75 and over","6240","5535","355","305","25","15","0","0","100","88.7","5.7","4.9","0.4","0.2","0","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","Total","30495","9175","20385","375","530","15","15","5","100","30.1","66.8","1.2","1.7","0","0","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","0 to 14","3645","1235","2260","45","95","5","5","0","100","33.9","62","1.2","2.6","0.1","0.1","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","0 to 4","1075","385","630","20","40","0","0","0","100","35.8","58.6","1.9","3.7","0","0","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","5 to 9","1250","400","810","10","25","0","0","0","100","32","64.8","0.8","2","0","0","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","10 to 14","1320","450","815","20","35","0","0","0","100","34.1","61.7","1.5","2.7","0","0","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","15 to 24","2960","970","1865","40","85","0","5","0","100","32.8","63","1.4","2.9","0","0.2","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","15 to 19","1560","540","950","20","45","5","0","5","100","34.6","60.9","1.3","2.9","0.3","0","0.3"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","20 to 24","1400","430","905","20","40","0","5","0","100","30.7","64.6","1.4","2.9","0","0.4","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","25 to 44","6085","1735","4135","110","105","5","5","0","100","28.5","68","1.8","1.7","0.1","0.1","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","45 to 64","10655","3110","7300","105","140","5","5","0","100","29.2","68.5","1","1.3","0","0","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","65 and over","7150","2130","4830","80","110","5","0","0","100","29.8","67.6","1.1","1.5","0.1","0","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","65 to 74","4515","1305","3105","35","65","5","0","0","100","28.9","68.8","0.8","1.4","0.1","0","0"
"328","Bathurst","CA","New Brunswick","13"," ","4.3","00000","75 and over","2635","825","1730","45","40","5","0","0","100","31.3","65.7","1.7","1.5","0.2","0","0"
